XX,n,v/t,s,SKEW,POWER,n',s',SKEW',POWER'
AL,7,0.391464,1,0.140071,686140.285714,7,1,0.140071,686140.285714
AK,1,0.466937,0,0.433874,721523.000000,1,0,0.433874,721523.000000
AZ,9,0.507527,5,0.040501,712522.222222,9,5,0.040501,712522.222222
AR,4,0.360027,0,0.220055,731557.250000,4,0,0.220055,731557.250000
CA,53,0.639639,46,0.088646,704565.830189,54,46,0.072573,691518.314815
CO,7,0.554363,4,0.037297,720704.285714,7,4,0.037297,720704.285714
CT,5,0.612083,5,0.275833,716325.600000,5,5,0.275833,716325.600000
DE,1,0.644540,1,0.210921,900877.000000,1,1,0.210921,900877.000000
FL,27,0.468485,13,0.044511,700028.629630,27,13,0.044511,700028.629630
GA,14,0.474301,5,0.091459,694826.142857,14,5,0.091459,694826.142857
HI,2,0.767239,2,0.034478,683431.000000,2,2,0.034478,683431.000000
ID,2,0.360341,0,0.220683,786749.500000,2,0,0.220683,786749.500000
IL,18,0.611158,13,0.000095,714687.777778,19,13,0.038106,677072.631579
IN,9,0.444870,2,0.167518,722398.000000,9,2,0.167518,722398.000000
IA,4,0.520492,3,0.209015,763446.750000,4,3,0.209015,763446.750000
KS,4,0.451921,1,0.153841,715953.250000,4,1,0.153841,715953.250000
KY,6,0.395908,1,0.125150,725101.000000,6,1,0.125150,725101.000000
LA,6,0.376212,1,0.085757,758993.666667,7,1,0.109566,650566.000000
ME,2,0.578750,2,0.342500,666537.000000,2,2,0.342500,666537.000000
MD,8,0.669242,7,0.036516,723741.125000,8,7,0.036516,723741.125000
MA,9,0.684156,9,0.131688,728849.333333,9,9,0.131688,728849.333333
MI,14,0.532477,7,0.064953,707973.285714,14,7,0.064953,707973.285714
MN,8,0.557973,5,0.009053,664359.875000,8,5,0.009053,664359.875000
MS,4,0.428623,1,0.107246,744560.000000,4,1,0.107246,744560.000000
MO,8,0.435775,2,0.121550,751434.750000,9,3,0.038217,667942.000000
MT,1,0.476143,0,0.452286,994416.000000,2,0,0.452286,497208.000000
NE,3,0.379708,0,0.259415,610608.333333,3,0,0.259415,610608.333333
NV,4,0.527683,3,0.194635,677358.000000,4,3,0.194635,677358.000000
NH,2,0.555563,2,0.388874,660722.500000,2,2,0.388874,660722.500000
NJ,12,0.607701,11,0.201265,733958.416667,13,11,0.130753,677500.076923
NM,3,0.604172,3,0.291656,689091.000000,3,3,0.291656,689091.000000
NY,27,0.651326,21,0.024874,719298.333333,28,21,0.052652,693609.107143
NC,13,0.488968,3,0.247166,735829.307692,14,4,0.192221,683270.071429
ND,1,0.371420,0,0.242840,675905.000000,1,0,0.242840,675905.000000
OH,16,0.476149,4,0.202298,723030.937500,17,5,0.158180,680499.705882
OK,5,0.369679,1,0.039359,752976.400000,5,1,0.039359,752976.400000
OR,5,0.601727,4,0.096546,769721.200000,6,4,0.036787,641434.333333
PA,18,0.540573,9,0.081146,707494.722222,18,9,0.081146,707494.722222
RI,2,0.651360,2,0.197280,527623.500000,2,2,0.197280,527623.500000
SC,7,0.449831,2,0.113947,663710.714286,7,2,0.113947,663710.714286
SD,1,0.373873,0,0.247745,819761.000000,1,0,0.247745,819761.000000
TN,9,0.398122,2,0.074023,708381.222222,9,2,0.074023,708381.222222
TX,36,0.472325,13,0.083540,701900.500000,37,13,0.093300,682930.216216
UT,4,0.377285,1,0.004571,692691.250000,4,1,0.004571,692691.250000
VT,1,0.727273,1,0.045454,630337.000000,1,1,0.045454,630337.000000
VA,11,0.556627,7,0.023110,730703.272727,12,7,0.029921,669811.333333
WA,10,0.633668,7,0.067336,675336.900000,10,7,0.067336,675336.900000
WV,3,0.410289,0,0.320578,619938.333333,3,0,0.320578,619938.333333
WI,8,0.511607,3,0.148214,712278.750000,8,3,0.148214,712278.750000
WY,1,0.318860,0,0.137721,568300.000000,1,0,0.137721,568300.000000
