XX,n,v/t,s,SKEW,POWER,n',s',SKEW',POWER'
AL,7,0.407840,1,0.172823,637304.285714,7,1,0.172823,637304.285714
AK,1,0.306755,0,0.113510,628933.000000,1,0,0.113510,628933.000000
AZ,8,0.441491,3,0.007982,642585.375000,9,4,0.061462,571187.000000
AR,4,0.422055,1,0.094110,669933.250000,5,2,0.055890,535946.600000
CA,53,0.557295,34,0.026919,640203.735849,57,37,0.034533,595277.157895
CO,7,0.475331,3,0.022090,615983.142857,7,3,0.022090,615983.142857
CT,5,0.580962,5,0.338076,681907.000000,6,5,0.171409,568255.833333
DE,1,0.580440,1,0.339119,785068.000000,1,1,0.339119,785068.000000
FL,25,0.404719,6,0.069437,641155.600000,27,8,0.013141,593662.592593
GA,13,0.433566,5,0.017483,631305.769231,14,6,0.061439,586212.500000
HI,2,0.636832,2,0.226336,608321.000000,2,2,0.226336,608321.000000
ID,2,0.363942,0,0.227883,648637.000000,2,0,0.227883,648637.000000
IL,19,0.521730,8,0.122408,654686.421053,21,10,0.067270,592335.333333
IN,9,0.411263,3,0.010806,676753.555556,10,4,0.077473,609078.200000
IA,5,0.445446,3,0.209107,586384.600000,5,3,0.209107,586384.600000
KS,4,0.342401,0,0.184802,673456.000000,5,1,0.015198,538764.800000
KY,6,0.374860,2,0.083613,674905.166667,7,2,0.035994,578490.142857
LA,7,0.342610,1,0.042362,640038.714286,8,2,0.064781,560033.875000
ME,2,0.560236,2,0.379527,638865.500000,2,2,0.379527,638865.500000
MD,8,0.620848,6,0.008303,663485.750000,9,7,0.036081,589765.111111
MA,10,0.608259,10,0.283482,635556.800000,11,10,0.192573,577778.909091
MI,15,0.458455,6,0.016909,663721.933333,17,8,0.053679,585637.000000
MN,8,0.507929,4,0.015858,615708.750000,8,4,0.015858,615708.750000
MS,4,0.452934,1,0.155868,713231.750000,5,2,0.005868,570585.400000
MO,9,0.413485,3,0.006364,622917.777778,9,3,0.006364,622917.777778
MT,1,0.359058,0,0.218116,905316.000000,2,1,0.281884,452658.000000
NE,3,0.295427,0,0.090853,571789.666667,3,0,0.090853,571789.666667
NV,3,0.470724,1,0.108115,667344.000000,3,1,0.108115,667344.000000
NH,2,0.465529,0,0.431058,619207.500000,2,0,0.431058,619207.500000
NJ,13,0.492652,7,0.053158,648027.230769,14,7,0.014696,601739.571429
NM,3,0.515822,2,0.135022,607940.333333,3,2,0.135022,607940.333333
NY,29,0.613942,21,0.003746,655343.896552,32,24,0.022116,593905.406250
NC,13,0.455344,7,0.127773,620590.230769,13,7,0.127773,620590.230769
ND,1,0.450792,0,0.401584,643756.000000,1,0,0.401584,643756.000000
OH,18,0.439692,5,0.101605,631918.888889,19,6,0.063594,598660.000000
OK,5,0.344634,1,0.010731,691763.800000,6,2,0.144064,576469.833333
OR,5,0.527461,4,0.245078,685708.600000,6,4,0.111745,571423.833333
PA,19,0.472843,7,0.077264,647403.684211,21,9,0.017114,585746.190476
RI,2,0.593967,2,0.312065,524831.000000,2,2,0.312065,524831.000000
SC,6,0.416125,1,0.165583,670843.500000,7,2,0.046535,575008.714286
SD,1,0.488155,0,0.476310,756874.000000,1,0,0.476310,756874.000000
TN,9,0.361837,2,0.001452,633337.444444,10,3,0.076326,570003.700000
TX,32,0.366313,9,0.048625,653249.812500,35,9,0.024518,597256.971429
UT,3,0.358231,1,0.116872,745571.333333,4,2,0.283538,559178.500000
VT,1,0.668403,1,0.163195,609890.000000,1,1,0.163195,609890.000000
VA,11,0.447421,3,0.122115,645518.363636,12,4,0.061509,591725.166667
WA,9,0.512173,5,0.031209,656520.444444,10,6,0.075654,590868.400000
WV,3,0.445955,1,0.058576,604359.000000,3,1,0.058576,604359.000000
WI,8,0.446050,3,0.017100,671401.250000,9,4,0.052345,596801.111111
WY,1,0.257951,0,0.015902,495304.000000,1,0,0.015902,495304.000000
