XX,n,POWER,n',POWER',v/t,s,SKEW,s',SKEW'
AL,7,580372.571429,10,406260.800000,0.582031,4,0.010603,6,0.017969
AK,1,551947.000000,2,275973.500000,0.477895,0,0.477895,1,0.022105
AZ,6,612997.500000,9,408665.000000,0.440361,3,0.059639,4,0.004084
AR,4,590559.750000,6,393706.500000,0.595396,2,0.095396,4,0.071271
CA,52,573831.730769,71,420271.126761,0.544102,30,0.032821,39,0.005194
CO,6,551318.666667,8,413489.000000,0.477163,2,0.143830,4,0.022837
CT,6,549278.166667,8,411958.625000,0.417876,3,0.082124,3,0.042876
DE,1,668696.000000,2,334348.000000,0.434167,0,0.434167,1,0.065833
FL,23,565363.565217,31,419463.290323,0.481592,10,0.046809,15,0.002279
GA,11,591674.454545,16,406776.187500,0.548693,7,0.087671,9,0.013807
HI,2,557637.000000,3,371758.000000,0.761572,2,0.238428,2,0.094906
ID,2,505993.000000,3,337328.666667,0.490809,1,0.009191,1,0.157475
IL,20,573334.100000,27,424691.925926,0.560842,12,0.039158,15,0.005286
IN,10,556422.800000,13,428017.538462,0.547077,7,0.152923,7,0.008616
IA,5,557484.800000,7,398203.428571,0.469116,1,0.269116,3,0.040545
KS,4,621400.000000,6,414266.666667,0.452166,2,0.047834,3,0.047834
KY,6,616494.833333,9,410996.555556,0.530355,4,0.136312,5,0.025200
LA,7,605459.428571,10,423821.600000,0.522462,4,0.048967,5,0.022462
ME,2,616611.500000,3,411074.333333,0.566426,1,0.066426,2,0.100240
MD,8,599827.750000,11,436238.363636,0.531456,4,0.031456,6,0.013998
MA,10,602905.100000,14,430646.500000,0.623957,8,0.176043,9,0.018901
MI,16,583049.000000,22,424035.636364,0.525071,10,0.099929,12,0.020384
MN,8,548378.625000,10,438702.900000,0.558623,6,0.191377,6,0.041377
MS,5,517288.600000,6,431073.833333,0.710194,5,0.289806,5,0.123140
MO,9,570867.111111,12,428150.333333,0.550573,6,0.116094,7,0.032760
MT,1,803655.000000,2,401827.500000,0.517978,1,0.482022,1,0.017978
NE,3,528205.666667,4,396154.250000,0.398604,1,0.065270,2,0.101396
NV,2,603076.000000,3,402050.666667,0.534495,1,0.034495,2,0.132172
NH,2,556957.500000,3,371305.000000,0.539398,1,0.039398,2,0.127269
NJ,13,596048.769231,19,407822.842105,0.473512,7,0.064950,9,0.000172
NM,3,507259.666667,4,380444.750000,0.495253,1,0.161920,2,0.004747
NY,31,582080.806452,43,419639.651163,0.518818,18,0.061827,22,0.007190
NC,12,554802.500000,16,416101.875000,0.515784,8,0.150883,8,0.015784
ND,1,641364.000000,2,320682.000000,0.590388,1,0.409612,1,0.090388
OH,19,573017.105263,26,418743.269231,0.507743,10,0.018573,13,0.007743
OK,6,526267.333333,8,394700.500000,0.602539,4,0.064128,5,0.022461
OR,5,570746.600000,7,407676.142857,0.598590,4,0.201410,4,0.027162
PA,21,567843.333333,28,425882.500000,0.516858,11,0.006952,14,0.016858
RI,2,502992.000000,3,335328.000000,0.508668,1,0.008668,2,0.157999
SC,6,584284.500000,8,438213.375000,0.519288,3,0.019288,4,0.019288
SD,1,699999.000000,2,349999.500000,0.720218,1,0.279782,1,0.220218
TN,9,544071.222222,12,408053.416667,0.514831,6,0.151835,6,0.014831
TX,30,568660.166667,41,416092.804878,0.506775,21,0.193225,21,0.005420
UT,3,575928.000000,4,431946.000000,0.477744,2,0.188922,2,0.022256
VT,1,564964.000000,2,282482.000000,0.204058,0,,0,0.204058
VA,11,565142.545455,15,414437.866667,0.530825,7,0.105538,8,0.002508
WA,9,543104.555556,12,407328.416667,0.575574,8,0.313315,8,0.091093
WV,3,600541.666667,4,450406.250000,0.682754,3,0.317246,3,0.067246
WI,9,545193.888889,12,408895.416667,0.487955,4,0.043511,6,0.012045
WY,1,455975.000000,2,227987.500000,0.404694,0,0.404694,1,0.095306
