XX,n,v/t,s,SKEW,POWER,n',s',SKEW',POWER'
AL,7,0.391464,1,0.140071,686140.285714,9,2,0.060706,533664.666667
AK,1,0.466937,0,0.433874,721523.000000,1,0,0.433874,721523.000000
AZ,9,0.507527,5,0.040501,712522.222222,12,6,0.015055,534391.666667
AR,4,0.360027,0,0.220055,731557.250000,6,1,0.053388,487704.833333
CA,53,0.639639,46,0.088646,704565.830189,72,54,0.029279,518638.736111
CO,7,0.554363,4,0.037297,720704.285714,10,6,0.008725,504493.000000
CT,5,0.612083,5,0.275833,716325.600000,7,5,0.009881,511661.142857
DE,1,0.644540,1,0.210921,900877.000000,2,1,0.289079,450438.500000
FL,27,0.468485,13,0.044511,700028.629630,37,15,0.031565,510831.702703
GA,14,0.474301,5,0.091459,694826.142857,19,8,0.027549,511977.157895
HI,2,0.767239,2,0.034478,683431.000000,3,2,0.367811,455620.666667
ID,2,0.360341,0,0.220683,786749.500000,3,0,0.220683,524499.666667
IL,18,0.611158,13,0.000095,714687.777778,25,17,0.042317,514575.200000
IN,9,0.444870,2,0.167518,722398.000000,13,5,0.005124,500121.692308
IA,4,0.520492,3,0.209015,763446.750000,6,3,0.040985,508964.500000
KS,4,0.451921,1,0.153841,715953.250000,6,2,0.070508,477302.166667
KY,6,0.395908,1,0.125150,725101.000000,8,2,0.041816,543825.750000
LA,6,0.376212,1,0.085757,758993.666667,9,2,0.030201,505995.777778
ME,2,0.578750,2,0.342500,666537.000000,3,2,0.009167,444358.000000
MD,8,0.669242,7,0.036516,723741.125000,11,9,0.020302,526357.181818
MA,9,0.684156,9,0.131688,728849.333333,13,11,0.022158,504588.000000
MI,14,0.532477,7,0.064953,707973.285714,19,10,0.038637,521664.526316
MN,8,0.557973,5,0.009053,664359.875000,10,6,0.015947,531487.900000
MS,4,0.428623,1,0.107246,744560.000000,6,1,0.190579,496373.333333
MO,8,0.435775,2,0.121550,751434.750000,12,4,0.038217,500956.500000
MT,1,0.476143,0,0.452286,994416.000000,2,0,0.452286,497208.000000
NE,3,0.379708,0,0.259415,610608.333333,4,1,0.009415,457956.250000
NV,4,0.527683,3,0.194635,677358.000000,5,4,0.244635,541886.400000
NH,2,0.555563,2,0.388874,660722.500000,3,3,0.388874,440481.666667
NJ,12,0.607701,11,0.201265,733958.416667,17,12,0.009519,518088.294118
NM,3,0.604172,3,0.291656,689091.000000,4,3,0.041656,516818.250000
NY,27,0.651326,21,0.024874,719298.333333,38,29,0.039494,511080.394737
NC,13,0.488968,3,0.247166,735829.307692,18,8,0.033491,531432.277778
ND,1,0.371420,0,0.242840,675905.000000,1,0,0.242840,675905.000000
OH,16,0.476149,4,0.202298,723030.937500,22,9,0.043207,525840.681818
OK,5,0.369679,1,0.039359,752976.400000,7,1,0.096501,537840.285714
OR,5,0.601727,4,0.096546,769721.200000,7,4,0.132025,549800.857143
PA,18,0.540573,9,0.081146,707494.722222,25,14,0.021146,509396.200000
RI,2,0.651360,2,0.197280,527623.500000,2,2,0.197280,527623.500000
SC,7,0.449831,2,0.113947,663710.714286,9,3,0.066328,516219.444444
SD,1,0.373873,0,0.247745,819761.000000,2,0,0.247745,409880.500000
TN,9,0.398122,2,0.074023,708381.222222,12,4,0.037089,531285.916667
TX,36,0.472325,13,0.083540,701900.500000,49,21,0.016080,515682.000000
UT,4,0.377285,1,0.004571,692691.250000,5,1,0.054571,554153.000000
VT,1,0.727273,1,0.045454,630337.000000,1,1,0.045454,630337.000000
VA,11,0.556627,7,0.023110,730703.272727,16,10,0.011746,502358.500000
WA,10,0.633668,7,0.067336,675336.900000,13,9,0.075029,519489.923077
WV,3,0.410289,0,0.320578,619938.333333,4,0,0.320578,464953.750000
WI,8,0.511607,3,0.148214,712278.750000,11,6,0.022240,518020.909091
WY,1,0.318860,0,0.137721,568300.000000,1,0,0.137721,568300.000000
