XX,n,v/t,s,SKEW,POWER,n',s',SKEW',POWER'
AL,7,0.500232,2,0.214518,637304.285714,8,3,0.125232,557641.250000
AK,1,0.472837,0,0.472837,628933.000000,1,0,0.472837,628933.000000
AZ,8,0.508066,5,0.116934,642585.375000,9,5,0.047490,571187.000000
AR,4,0.649482,3,0.100518,669933.250000,5,3,0.049482,535946.600000
CA,53,0.612569,34,0.028941,640203.735849,58,34,0.026362,585013.758621
CO,7,0.559738,5,0.154548,615983.142857,7,5,0.154548,615983.142857
CT,5,0.642895,5,0.357105,681907.000000,6,5,0.190439,568255.833333
DE,1,0.383465,0,0.383465,785068.000000,1,0,0.383465,785068.000000
FL,25,0.486359,10,0.086359,641155.600000,27,11,0.078952,593662.592593
GA,13,0.482620,6,0.021081,631305.769231,14,6,0.054048,586212.500000
HI,2,0.794930,2,0.205070,608321.000000,2,2,0.205070,608321.000000
ID,2,0.407658,1,0.092342,648637.000000,2,1,0.092342,648637.000000
IL,19,0.607064,12,0.024515,654686.421053,21,12,0.035635,592335.333333
IN,9,0.528214,5,0.027341,676753.555556,10,5,0.028214,609078.200000
IA,5,0.520998,3,0.079002,586384.600000,5,3,0.079002,586384.600000
KS,4,0.405187,1,0.155187,673456.000000,5,1,0.205187,538764.800000
KY,6,0.494405,2,0.161071,674905.166667,7,3,0.065833,578490.142857
LA,7,0.427010,1,0.284153,640038.714286,8,2,0.177010,560033.875000
ME,2,0.608228,2,0.391772,638865.500000,2,2,0.391772,638865.500000
MD,8,0.687474,7,0.187526,663485.750000,9,7,0.090304,589765.111111
MA,10,0.710842,10,0.289158,635556.800000,11,10,0.198249,577778.909091
MI,15,0.532219,8,0.001114,663721.933333,17,8,0.061631,585637.000000
MN,8,0.601336,5,0.023664,615708.750000,8,5,0.023664,615708.750000
MS,4,0.581197,3,0.168803,713231.750000,5,3,0.018803,570585.400000
MO,9,0.499300,4,0.054856,622917.777778,10,4,0.099300,560626.000000
MT,1,0.335767,0,0.335767,905316.000000,2,0,0.335767,452658.000000
NE,3,0.341612,0,0.341612,571789.666667,3,0,0.341612,571789.666667
NV,3,0.543867,2,0.122800,667344.000000,3,2,0.122800,667344.000000
NH,2,0.553241,2,0.446759,619207.500000,2,2,0.446759,619207.500000
NJ,13,0.555075,8,0.060310,648027.230769,14,8,0.016354,601739.571429
NM,3,0.587413,3,0.412587,607940.333333,3,3,0.412587,607940.333333
NY,29,0.675795,26,0.220757,655343.896552,33,26,0.112084,575908.272727
NC,13,0.546771,8,0.068614,620590.230769,14,8,0.024658,576262.357143
ND,1,0.619741,1,0.380259,643756.000000,1,1,0.380259,643756.000000
OH,18,0.524851,10,0.030705,631918.888889,19,10,0.001465,598660.000000
OK,5,0.385573,1,0.185573,691763.800000,6,2,0.052240,576469.833333
OR,5,0.612458,4,0.187542,685708.600000,6,4,0.054208,571423.833333
PA,19,0.550101,12,0.081478,647403.684211,21,12,0.021327,585746.190476
RI,2,0.718843,2,0.281157,524831.000000,2,2,0.281157,524831.000000
SC,6,0.494575,2,0.161241,670843.500000,7,3,0.066003,575008.714286
SD,1,0.675557,1,0.324443,756874.000000,1,1,0.324443,756874.000000
TN,9,0.494227,5,0.061329,633337.444444,10,5,0.005773,570003.700000
TX,32,0.500037,12,0.125037,653249.812500,36,15,0.083371,580666.500000
UT,3,0.438644,2,0.228023,745571.333333,4,2,0.061356,559178.500000
VT,1,0.699999,1,0.300001,609890.000000,1,1,0.300001,609890.000000
VA,11,0.509688,6,0.035766,645518.363636,12,6,0.009688,591725.166667
WA,9,0.591984,6,0.074682,656520.444444,10,6,0.008016,590868.400000
WV,3,0.595250,2,0.071416,604359.000000,3,2,0.071416,604359.000000
WI,8,0.557904,5,0.067096,671401.250000,9,5,0.002349,596801.111111
WY,1,0.448559,0,0.448559,495304.000000,1,0,0.448559,495304.000000
