XX,n,v/t,s,SKEW,POWER,n',s',SKEW',POWER'
AL,7,0.500232,2,0.214750,637304.285714,10,4,0.100464,446113.000000
AK,1,0.472837,0,0.445675,628933.000000,1,0,0.445675,628933.000000
AZ,8,0.508066,5,0.108868,642585.375000,11,6,0.029323,467334.818182
AR,4,0.649482,3,0.048965,669933.250000,6,4,0.132298,446622.166667
CA,53,0.612569,34,0.083628,640203.735849,72,46,0.086249,471261.083333
CO,7,0.559738,5,0.094810,615983.142857,9,5,0.063920,479098.000000
CT,5,0.642895,5,0.214211,681907.000000,7,5,0.071503,487076.428571
DE,1,0.383465,0,0.266929,785068.000000,2,0,0.266929,392534.000000
FL,25,0.486359,10,0.072718,641155.600000,34,13,0.090365,471437.941176
GA,13,0.482620,6,0.003701,631305.769231,17,7,0.053475,482763.235294
HI,2,0.794930,2,0.089859,608321.000000,3,3,0.089859,405547.333333
ID,2,0.407658,1,0.184684,648637.000000,3,2,0.351351,432424.666667
IL,19,0.607064,12,0.082549,654686.421053,26,16,0.098743,478424.692308
IN,9,0.528214,5,0.000873,676753.555556,13,7,0.017967,468521.692308
IA,5,0.520998,3,0.058003,586384.600000,6,3,0.041997,488653.833333
KS,4,0.405187,1,0.060373,673456.000000,6,1,0.143706,448970.666667
KY,6,0.494405,2,0.155476,674905.166667,9,5,0.066746,449936.777778
LA,7,0.427010,1,0.211164,640038.714286,10,4,0.045979,448027.100000
ME,2,0.608228,2,0.283545,638865.500000,3,3,0.283545,425910.333333
MD,8,0.687474,7,0.000052,663485.750000,11,9,0.056767,482535.090909
MA,10,0.710842,10,0.078317,635556.800000,14,13,0.006888,453969.142857
MI,15,0.532219,8,0.031105,663721.933333,21,10,0.088248,474087.095238
MN,8,0.601336,5,0.077672,615708.750000,11,7,0.066309,447788.181818
MS,4,0.581197,3,0.087607,713231.750000,6,3,0.162393,475487.833333
MO,9,0.499300,4,0.054156,622917.777778,12,6,0.001400,467188.333333
MT,1,0.335767,0,0.171533,905316.000000,2,0,0.171533,452658.000000
NE,3,0.341612,0,0.183223,571789.666667,4,0,0.183223,428842.250000
NV,3,0.543867,2,0.078934,667344.000000,4,2,0.087733,500508.000000
NH,2,0.553241,2,0.393517,619207.500000,3,2,0.060184,412805.000000
NJ,13,0.555075,8,0.005235,648027.230769,18,10,0.054594,468019.666667
NM,3,0.587413,3,0.325175,607940.333333,4,3,0.075175,455955.250000
NY,29,0.675795,26,0.044962,655343.896552,40,31,0.076590,475124.325000
NC,13,0.546771,8,0.021843,620590.230769,17,10,0.005307,474569.000000
ND,1,0.619741,1,0.260518,643756.000000,1,1,0.260518,643756.000000
OH,18,0.524851,10,0.005854,631918.888889,24,12,0.049701,473939.166667
OK,5,0.385573,1,0.071146,691763.800000,7,1,0.128289,494117.000000
OR,5,0.612458,4,0.075083,685708.600000,7,4,0.153488,489791.857143
PA,19,0.550101,12,0.031376,647403.684211,26,14,0.061741,473102.692308
RI,2,0.718843,2,0.062315,524831.000000,2,2,0.062315,524831.000000
SC,6,0.494575,2,0.155816,670843.500000,9,4,0.044705,447229.000000
SD,1,0.675557,1,0.148885,756874.000000,2,2,0.148885,378437.000000
TN,9,0.494227,5,0.067102,633337.444444,12,5,0.071786,475003.083333
TX,32,0.500037,12,0.125074,653249.812500,45,20,0.055630,464533.200000
UT,3,0.438644,2,0.289379,745571.333333,5,2,0.022712,447342.800000
VT,1,0.699999,1,0.100001,609890.000000,1,1,0.100001,609890.000000
VA,11,0.509688,6,0.026078,645518.363636,15,7,0.052710,473380.133333
WA,9,0.591984,6,0.017302,656520.444444,13,8,0.068584,454514.153846
WV,3,0.595250,2,0.023834,604359.000000,4,2,0.190501,453269.250000
WI,8,0.557904,5,0.009191,671401.250000,11,6,0.070354,488291.818182
WY,1,0.448559,0,0.397119,495304.000000,1,0,0.397119,495304.000000
