XX,n,v/t,s,SKEW,POWER,n',s',SKEW',POWER'
AL,7,0.407840,1,0.264983,637304.285714,7,1,0.264983,637304.285714
AK,1,0.306755,0,0.306755,628933.000000,1,0,0.306755,628933.000000
AZ,8,0.441491,3,0.066491,642585.375000,8,3,0.066491,642585.375000
AR,4,0.422055,1,0.172055,669933.250000,4,1,0.172055,669933.250000
CA,53,0.557295,34,0.084214,640203.735849,55,36,0.097250,616923.600000
CO,7,0.475331,3,0.046759,615983.142857,7,3,0.046759,615983.142857
CT,5,0.580962,5,0.419038,681907.000000,6,6,0.419038,568255.833333
DE,1,0.580440,1,0.419560,785068.000000,1,1,0.419560,785068.000000
FL,25,0.404719,6,0.164719,641155.600000,26,7,0.135488,616495.769231
GA,13,0.433566,5,0.048951,631305.769231,13,5,0.048951,631305.769231
HI,2,0.636832,2,0.363168,608321.000000,2,2,0.363168,608321.000000
ID,2,0.363942,0,0.363942,648637.000000,2,0,0.363942,648637.000000
IL,19,0.521730,8,0.100678,654686.421053,20,9,0.071730,621952.100000
IN,9,0.411263,3,0.077930,676753.555556,10,4,0.011263,609078.200000
IA,5,0.445446,3,0.154554,586384.600000,5,3,0.154554,586384.600000
KS,4,0.342401,0,0.342401,673456.000000,4,0,0.342401,673456.000000
KY,6,0.374860,2,0.041527,674905.166667,7,3,0.053711,578490.142857
LA,7,0.342610,1,0.199752,640038.714286,7,1,0.199752,640038.714286
ME,2,0.560236,2,0.439764,638865.500000,2,2,0.439764,638865.500000
MD,8,0.620848,6,0.129152,663485.750000,9,7,0.156929,589765.111111
MA,10,0.608259,10,0.391741,635556.800000,10,10,0.391741,635556.800000
MI,15,0.458455,6,0.058455,663721.933333,16,7,0.020955,622239.312500
MN,8,0.507929,4,0.007929,615708.750000,8,4,0.007929,615708.750000
MS,4,0.452934,1,0.202934,713231.750000,5,2,0.052934,570585.400000
MO,9,0.413485,3,0.080151,622917.777778,9,3,0.080151,622917.777778
MT,1,0.359058,0,0.359058,905316.000000,2,1,0.140942,452658.000000
NE,3,0.295427,0,0.295427,571789.666667,3,0,0.295427,571789.666667
NV,3,0.470724,1,0.137391,667344.000000,3,1,0.137391,667344.000000
NH,2,0.465529,0,0.465529,619207.500000,2,0,0.465529,619207.500000
NJ,13,0.492652,7,0.045810,648027.230769,14,8,0.078777,601739.571429
NM,3,0.515822,2,0.150844,607940.333333,3,2,0.150844,607940.333333
NY,29,0.613792,21,0.110346,655343.896552,31,23,0.128143,613063.645161
NC,13,0.455344,7,0.083117,620590.230769,13,7,0.083117,620590.230769
ND,1,0.450792,0,0.450792,643756.000000,1,0,0.450792,643756.000000
OH,18,0.439692,5,0.161914,631918.888889,18,5,0.161914,631918.888889
OK,5,0.344634,1,0.144634,691763.800000,6,2,0.011301,576469.833333
OR,5,0.527461,4,0.272539,685708.600000,6,5,0.305872,571423.833333
PA,19,0.472843,7,0.104422,647403.684211,20,8,0.072843,615033.500000
RI,2,0.593967,2,0.406033,524831.000000,2,2,0.406033,524831.000000
SC,6,0.416125,1,0.249458,670843.500000,7,2,0.130410,575008.714286
SD,1,0.488155,0,0.488155,756874.000000,1,0,0.488155,756874.000000
TN,9,0.361837,2,0.139615,633337.444444,9,2,0.139615,633337.444444
TX,32,0.366313,9,0.085063,653249.812500,34,11,0.042783,614823.352941
UT,3,0.358231,1,0.024897,745571.333333,4,2,0.141769,559178.500000
VT,1,0.668403,1,0.331597,609890.000000,1,1,0.331597,609890.000000
VA,11,0.447421,3,0.174694,645518.363636,11,3,0.174694,645518.363636
WA,9,0.512173,5,0.043383,656520.444444,10,6,0.087827,590868.400000
WV,3,0.445955,1,0.112621,604359.000000,3,1,0.112621,604359.000000
WI,8,0.446050,3,0.071050,671401.250000,9,4,0.001605,596801.111111
WY,1,0.257951,0,0.257951,495304.000000,1,0,0.257951,495304.000000
