XX,n,v/t,s,SKEW,POWER,n',s',SKEW',POWER'
AL,7,0.432230,2,0.078747,637304.285714,7,2,0.078747,637304.285714
AK,1,0.239302,0,0.021396,628933.000000,1,0,0.021396,628933.000000
AZ,8,0.403278,2,0.056557,642585.375000,8,2,0.056557,642585.375000
AR,4,0.583036,3,0.083927,669933.250000,4,3,0.083927,669933.250000
CA,53,0.552631,33,0.017380,640203.735849,56,36,0.037596,605907.107143
CO,7,0.500868,3,0.073164,615983.142857,7,3,0.073164,615983.142857
CT,5,0.555031,2,0.210062,681907.000000,6,3,0.110062,568255.833333
DE,1,0.300591,0,0.101182,785068.000000,1,0,0.101182,785068.000000
FL,25,0.426734,7,0.073467,641155.600000,26,8,0.045775,616495.769231
GA,13,0.437756,6,0.086027,631305.769231,13,6,0.086027,631305.769231
HI,2,0.638232,2,0.223535,608321.000000,2,2,0.223535,608321.000000
ID,2,0.298833,0,0.097667,648637.000000,2,0,0.097667,648637.000000
IL,19,0.531241,10,0.036166,654686.421053,20,11,0.012482,621952.100000
IN,9,0.419645,2,0.117067,676753.555556,10,3,0.039289,609078.200000
IA,5,0.431584,1,0.163168,586384.600000,5,1,0.163168,586384.600000
KS,4,0.403561,1,0.057121,673456.000000,4,1,0.057121,673456.000000
KY,6,0.397795,1,0.128923,674905.166667,7,2,0.009876,578490.142857
LA,7,0.368509,2,0.048696,640038.714286,7,2,0.048696,640038.714286
ME,2,0.596331,2,0.307338,638865.500000,2,2,0.307338,638865.500000
MD,8,0.593918,6,0.062164,663485.750000,9,7,0.089941,589765.111111
MA,10,0.699403,10,0.101194,635556.800000,10,10,0.101194,635556.800000
MI,15,0.494906,6,0.089813,663721.933333,16,7,0.052313,622239.312500
MN,8,0.531022,4,0.062044,615708.750000,8,4,0.062044,615708.750000
MS,4,0.445563,2,0.108874,713231.750000,5,3,0.208874,570585.400000
MO,9,0.454795,4,0.034854,622917.777778,9,4,0.034854,622917.777778
MT,1,0.337299,0,0.174598,905316.000000,2,1,0.325402,452658.000000
NE,3,0.309323,0,0.118647,571789.666667,3,0,0.118647,571789.666667
NV,3,0.442489,1,0.051644,667344.000000,3,1,0.051644,667344.000000
NH,2,0.380758,0,0.261515,619207.500000,2,0,0.261515,619207.500000
NJ,13,0.523204,6,0.084870,648027.230769,14,7,0.046408,601739.571429
NM,3,0.518241,1,0.203148,607940.333333,3,1,0.203148,607940.333333
NY,29,0.608812,20,0.027968,655343.896552,31,22,0.007946,613063.645161
NC,13,0.489266,6,0.016994,620590.230769,13,6,0.016994,620590.230769
ND,1,0.595630,1,0.308741,643756.000000,1,1,0.308741,643756.000000
OH,18,0.469497,6,0.105661,631918.888889,19,7,0.070574,598660.000000
OK,5,0.392973,1,0.085946,691763.800000,6,2,0.047387,576469.833333
OR,5,0.555492,4,0.189015,685708.600000,6,4,0.055682,571423.833333
PA,19,0.493302,7,0.118182,647403.684211,20,8,0.086603,615033.500000
RI,2,0.712042,2,0.075915,524831.000000,2,2,0.075915,524831.000000
SC,6,0.415173,2,0.002988,670843.500000,7,3,0.098226,575008.714286
SD,1,0.537519,1,0.424962,756874.000000,1,1,0.424962,756874.000000
TN,9,0.493618,5,0.068320,633337.444444,9,5,0.068320,633337.444444
TX,32,0.427344,11,0.010938,653249.812500,34,13,0.027665,614823.352941
UT,3,0.409995,1,0.013344,745571.333333,4,2,0.180011,559178.500000
VT,1,0.225981,0,0.048038,609890.000000,1,0,0.048038,609890.000000
VA,11,0.418331,3,0.063934,645518.363636,12,4,0.003328,591725.166667
WA,9,0.594899,6,0.023131,656520.444444,10,7,0.010203,590868.400000
WV,3,0.578193,2,0.010280,604359.000000,3,2,0.010280,604359.000000
WI,8,0.481112,4,0.037777,671401.250000,9,5,0.093332,596801.111111
WY,1,0.430809,0,0.361618,495304.000000,1,0,0.361618,495304.000000
