XX,n,POWER,n',POWER',v/t,s,SKEW,s',SKEW'
AL,7,496555.000000,10,347588.500000,0.593560,4,0.022132,6,0.006440
AK,1,304067.000000,2,152033.500000,0.445014,0,0.445014,1,0.054986
AZ,4,446905.000000,5,357524.000000,0.443383,2,0.056617,2,0.043383
AR,4,485575.750000,6,323717.166667,0.490758,2,0.009242,3,0.009242
CA,43,467415.418605,58,346532.120690,0.519005,25,0.062390,30,0.001764
CO,5,445354.200000,6,371128.500000,0.478737,3,0.121263,3,0.021263
CT,6,508448.833333,9,338965.888889,0.583142,5,0.250192,5,0.027586
DE,1,551928.000000,2,275964.000000,0.414322,0,0.414322,1,0.085678
FL,15,457046.800000,20,342785.100000,0.586006,12,0.213994,12,0.013994
GA,10,462730.600000,13,355946.615385,0.702596,9,0.197404,9,0.010289
HI,2,392450.500000,3,261633.666667,0.834698,2,0.165302,3,0.165302
ID,2,359960.500000,3,239973.666667,0.413666,0,0.413666,1,0.080333
IL,24,466013.333333,32,349510.000000,0.490704,10,0.074037,16,0.009296
IN,11,475286.909091,15,348543.733333,0.524932,7,0.111432,8,0.008402
IA,6,474486.666667,8,355865.000000,0.498220,3,0.001780,4,0.001780
KS,5,453169.200000,7,323692.285714,0.445977,1,0.245977,3,0.017405
KY,7,463783.000000,9,360720.111111,0.514495,4,0.056934,5,0.041061
LA,8,459001.000000,11,333818.909091,0.498850,6,0.251150,6,0.046605
ME,2,503160.000000,3,335440.000000,0.403235,0,0.403235,1,0.069901
MD,8,494212.250000,11,359427.090909,0.622916,6,0.127084,7,0.013447
MA,12,477223.000000,17,336863.294118,0.627554,10,0.205779,11,0.019505
MI,19,470378.736842,26,343738.307692,0.571080,13,0.113131,15,0.005843
MN,8,479146.625000,11,348470.272727,0.491921,4,0.008079,5,0.037376
MS,5,446769.600000,7,319121.142857,0.578792,3,0.021208,4,0.007364
MO,10,471803.400000,14,337002.428571,0.626765,8,0.173235,9,0.016093
MT,2,350786.500000,3,233857.666667,0.506418,1,0.006418,2,0.160249
NE,3,498940.000000,4,374205.000000,0.371546,1,0.038212,1,0.121546
NV,1,492396.000000,2,246198.000000,0.748923,1,0.251077,1,0.248923
NH,2,373142.000000,3,248761.333333,0.477906,1,0.022094,1,0.144572
NJ,15,480535.666667,21,343239.761905,0.554733,10,0.111934,12,0.016695
NM,2,513332.000000,3,342221.333333,0.486322,1,0.013678,1,0.152988
NY,39,468911.000000,53,345047.716981,0.553733,26,0.112933,29,0.006563
NC,11,465930.000000,15,341682.000000,0.582994,9,0.235188,9,0.017006
ND,1,624181.000000,2,312090.500000,0.315236,0,0.315236,1,0.184764
OH,23,466530.434783,31,346135.483871,0.466695,10,0.031912,14,0.015082
OK,6,430914.333333,8,323185.750000,0.595170,5,0.238164,5,0.029830
OR,4,527702.500000,6,351801.666667,0.648420,4,0.351580,4,0.018247
PA,25,475372.560000,34,349538.647059,0.513265,15,0.086735,17,0.013265
RI,2,478899.000000,3,319266.000000,0.565835,2,0.434165,2,0.100832
SC,6,436220.000000,8,327165.000000,0.580752,4,0.085914,5,0.044248
SD,2,336623.500000,3,224415.666667,0.470404,1,0.029596,1,0.137071
TN,8,495132.500000,12,330088.333333,0.503936,5,0.121064,6,0.003936
TX,24,470782.791667,33,342387.484848,0.576962,20,0.256372,20,0.029099
UT,2,533905.000000,3,355936.666667,0.440856,1,0.059144,1,0.107523
VT,1,448327.000000,2,224163.500000,0.203905,0,0.203905,0,0.203905
VA,10,469074.200000,14,335053.000000,0.434593,4,0.034593,6,0.006021
WA,7,491926.714286,10,344348.700000,0.529436,6,0.327707,6,0.070564
WV,4,440832.750000,5,352666.200000,0.619213,4,0.380787,4,0.180787
WI,9,494112.555556,13,342077.923077,0.530957,6,0.135710,7,0.007504
WY,1,335719.000000,2,167859.500000,0.413690,0,0.413690,1,0.086310
