XX,n,POWER,n',POWER',v/t,s,SKEW,s',SKEW'
AL,7,555723.000000,10,389006.100000,0.632029,5,0.082257,6,0.032029
AK,1,400481.000000,2,200240.500000,0.480790,0,0.480790,1,0.019210
AZ,5,543573.200000,7,388266.571429,0.415187,1,0.215187,3,0.013384
AR,4,571378.250000,6,380918.833333,0.555130,3,0.194870,3,0.055130
CA,45,525968.044444,62,381751.000000,0.524664,26,0.053114,33,0.007595
CO,6,481472.333333,8,361104.250000,0.508186,3,0.008186,4,0.008186
CT,6,517929.333333,8,388447.000000,0.472682,3,0.027318,4,0.027318
DE,1,595225.000000,2,297612.500000,0.667049,1,0.332951,1,0.167049
FL,19,512631.157895,26,374615.076923,0.498469,9,0.024785,13,0.001531
GA,10,546426.500000,14,390304.642857,0.613342,9,0.286658,9,0.029515
HI,2,482500.000000,3,321666.666667,0.647231,2,0.352769,2,0.019435
ID,2,471967.500000,3,314645.000000,0.582051,2,0.417949,2,0.084616
IL,22,519020.954545,30,380615.366667,0.569694,15,0.112125,17,0.003027
IN,10,549017.900000,14,392155.642857,0.548876,8,0.251124,8,0.022553
IA,6,485564.500000,8,364173.375000,0.463577,2,0.130243,4,0.036423
KS,5,472641.600000,6,393868.000000,0.504156,2,0.104156,3,0.004156
KY,7,523061.857143,10,366143.300000,0.495553,4,0.075876,5,0.004447
LA,8,525496.500000,11,382179.272727,0.520197,4,0.020197,6,0.025258
ME,2,562330.000000,3,374886.666667,0.550179,1,0.050179,2,0.116488
MD,8,527055.750000,11,383313.272727,0.522290,5,0.102710,6,0.023164
MA,11,521548.818182,15,382469.133333,0.609751,11,0.390249,11,0.123582
MI,18,514352.444444,24,385764.333333,0.532182,11,0.078929,13,0.009484
MN,8,509643.500000,11,370649.818182,0.585935,6,0.164065,6,0.040480
MS,5,504127.600000,7,360091.142857,0.772434,5,0.227566,5,0.058148
MO,9,546382.666667,13,378264.923077,0.538205,6,0.128462,7,0.000257
MT,2,393345.000000,3,262230.000000,0.495057,1,0.004943,1,0.161724
NE,3,523335.333333,4,392501.500000,0.472362,1,0.139029,2,0.027638
NV,2,399592.000000,3,266394.666667,0.488726,1,0.011274,1,0.155393
NH,2,460305.000000,3,306870.000000,0.486434,1,0.013566,1,0.153101
NJ,14,526011.285714,19,387587.263158,0.448100,8,0.123328,9,0.025584
NM,3,433322.666667,4,324992.000000,0.480550,1,0.147217,2,0.019450
NY,34,516390.823529,46,381680.173913,0.537733,21,0.079914,25,0.005745
NC,11,534039.000000,16,367151.812500,0.535121,7,0.101242,9,0.027379
ND,1,652695.000000,2,326347.500000,0.651913,1,0.348087,1,0.151913
OH,21,514162.809524,28,385622.107143,0.521926,11,0.001884,15,0.013789
OK,6,504211.000000,8,378158.250000,0.605912,4,0.060754,5,0.019088
OR,5,526532.600000,7,376094.714286,0.607188,4,0.192812,4,0.035760
PA,23,515944.695652,31,382797.677419,0.525365,11,0.047104,16,0.009236
RI,2,473577.000000,3,315718.000000,0.524553,1,0.024553,2,0.142114
SC,6,519868.000000,8,389901.000000,0.554341,4,0.112325,4,0.054341
SD,1,690178.000000,2,345089.000000,0.675536,1,0.324464,1,0.175536
TN,9,510083.333333,12,382562.500000,0.559167,6,0.107500,7,0.024167
TX,27,526977.148148,38,374431.131579,0.513822,19,0.189882,20,0.012494
UT,3,487012.333333,4,365259.250000,0.550312,2,0.116355,2,0.050312
VT,1,511456.000000,2,255728.000000,0.929246,0,,1,0.070754
VA,10,534627.900000,14,381877.071429,0.496295,6,0.103705,7,0.003705
WA,8,516270.375000,11,375469.363636,0.538628,5,0.086372,6,0.006826
WV,4,487411.000000,5,389928.800000,0.620939,4,0.379061,4,0.179061
WI,9,522815.000000,12,392111.250000,0.520282,4,0.075837,6,0.020282
WY,1,470816.000000,2,235408.000000,0.449065,0,0.449065,1,0.050935
