XX,n,v/t,s,SKEW,POWER,n',s',SKEW',POWER'
AL,7,0.355597,1,0.212739,686140.285714,8,2,0.105597,600372.750000
AK,1,0.454160,0,0.454160,721523.000000,1,0,0.454160,721523.000000
AZ,9,0.498593,5,0.056963,712522.222222,10,5,0.001407,641270.000000
AR,4,0.342947,0,0.342947,731557.250000,5,1,0.142947,585245.800000
CA,53,0.631950,42,0.160503,704565.830189,58,46,0.161153,643827.396552
CO,7,0.549194,4,0.022234,720704.285714,8,5,0.075806,630616.250000
CT,5,0.601840,5,0.398160,716325.600000,6,5,0.231493,596938.000000
DE,1,0.588944,1,0.411056,900877.000000,1,1,0.411056,900877.000000
FL,27,0.474496,11,0.067088,700028.629630,30,11,0.107829,630025.766667
GA,14,0.490037,6,0.061466,694826.142857,15,7,0.023370,648504.400000
HI,2,0.695643,2,0.304357,683431.000000,2,2,0.304357,683431.000000
ID,2,0.312792,0,0.312792,786749.500000,3,0,0.312792,524499.666667
IL,18,0.574752,13,0.147470,714687.777778,20,13,0.075248,643219.000000
IN,9,0.407309,2,0.185087,722398.000000,10,2,0.207309,650158.200000
IA,4,0.470048,1,0.220048,763446.750000,5,2,0.070048,610757.400000
KS,4,0.417999,1,0.167999,715953.250000,5,2,0.017999,572762.600000
KY,6,0.350302,1,0.183636,725101.000000,7,1,0.207445,621515.142857
LA,6,0.383410,1,0.216744,758993.666667,7,2,0.097696,650566.000000
ME,2,0.579548,2,0.420452,666537.000000,2,2,0.420452,666537.000000
MD,8,0.650395,7,0.224605,723741.125000,9,7,0.127383,643325.444444
MA,9,0.676987,9,0.323013,728849.333333,10,9,0.223013,655964.400000
MI,14,0.506657,7,0.006657,707973.285714,16,7,0.069157,619476.625000
MN,8,0.513131,4,0.013131,664359.875000,8,4,0.013131,664359.875000
MS,4,0.396783,1,0.146783,744560.000000,5,2,0.003217,595648.000000
MO,8,0.404726,2,0.154726,751434.750000,9,3,0.071393,667942.000000
MT,1,0.436136,0,0.436136,994416.000000,2,0,0.436136,497208.000000
NE,3,0.357769,0,0.357769,610608.333333,3,0,0.357769,610608.333333
NV,4,0.512198,3,0.237802,677358.000000,4,3,0.237802,677358.000000
NH,2,0.538968,2,0.461032,660722.500000,2,2,0.461032,660722.500000
NJ,12,0.579422,10,0.253911,733958.416667,14,11,0.206292,629107.214286
NM,3,0.548693,2,0.117974,689091.000000,3,2,0.117974,689091.000000
NY,27,0.620713,19,0.082991,719298.333333,30,21,0.079287,647368.500000
NC,13,0.489230,5,0.104615,735829.307692,15,7,0.022563,637718.733333
ND,1,0.285461,0,0.285461,675905.000000,1,0,0.285461,675905.000000
OH,16,0.429757,4,0.179757,723030.937500,18,6,0.096424,642694.166667
OK,5,0.313000,0,0.313000,752976.400000,6,1,0.146334,627480.333333
OR,5,0.570723,4,0.229277,769721.200000,6,4,0.095944,641434.333333
PA,18,0.493666,9,0.006334,707494.722222,20,11,0.056334,636745.250000
RI,2,0.641915,2,0.358085,527623.500000,2,2,0.358085,527623.500000
SC,7,0.432539,1,0.289682,663710.714286,7,1,0.289682,663710.714286
SD,1,0.300000,0,0.300000,819761.000000,1,0,0.300000,819761.000000
TN,9,0.381370,2,0.159148,708381.222222,10,2,0.181370,637543.100000
TX,36,0.452416,13,0.091305,701900.500000,39,14,0.093442,647908.153846
UT,4,0.366815,0,0.366815,692691.250000,4,0,0.366815,692691.250000
VT,1,0.713647,1,0.286353,630337.000000,1,1,0.286353,630337.000000
VA,11,0.535670,7,0.100694,730703.272727,13,8,0.079715,618287.384615
WA,10,0.583682,7,0.116318,675336.900000,11,7,0.052681,613942.636364
WV,3,0.324373,0,0.324373,619938.333333,3,0,0.324373,619938.333333
WI,8,0.485327,3,0.110327,712278.750000,9,4,0.040883,633136.666667
WY,1,0.263868,0,0.263868,568300.000000,1,0,0.263868,568300.000000
