XX,n,v/t,s,SKEW,POWER,n',s',SKEW',POWER'
AL,7,0.472492,2,0.186778,637304.285714,7,2,0.186778,637304.285714
AK,1,0.414254,0,0.414254,628933.000000,1,0,0.414254,628933.000000
AZ,8,0.518570,4,0.018570,642585.375000,8,4,0.018570,642585.375000
AR,4,0.598378,3,0.151622,669933.250000,4,3,0.151622,669933.250000
CA,53,0.578848,34,0.062662,640203.735849,53,34,0.062662,640203.735849
CO,7,0.551924,4,0.019504,615983.142857,7,4,0.019504,615983.142857
CT,5,0.607042,4,0.192958,681907.000000,5,4,0.192958,681907.000000
DE,1,0.404059,0,0.404059,785068.000000,1,0,0.404059,785068.000000
FL,25,0.485805,9,0.125805,641155.600000,25,9,0.125805,641155.600000
GA,13,0.439143,6,0.022395,631305.769231,13,6,0.022395,631305.769231
HI,2,0.650433,2,0.349567,608321.000000,2,2,0.349567,608321.000000
ID,2,0.416883,0,0.416883,648637.000000,2,0,0.416883,648637.000000
IL,19,0.568142,11,0.010805,654686.421053,19,11,0.010805,654686.421053
IN,9,0.494125,5,0.061431,676753.555556,10,6,0.105875,609078.200000
IA,5,0.485497,3,0.114503,586384.600000,5,3,0.114503,586384.600000
KS,4,0.445636,2,0.054364,673456.000000,4,2,0.054364,673456.000000
KY,6,0.469529,2,0.136196,674905.166667,6,2,0.136196,674905.166667
LA,7,0.422197,3,0.006374,640038.714286,7,3,0.006374,640038.714286
ME,2,0.682488,2,0.317512,638865.500000,2,2,0.317512,638865.500000
MD,8,0.615443,6,0.134557,663485.750000,8,6,0.134557,663485.750000
MA,10,0.705969,10,0.294031,635556.800000,10,10,0.294031,635556.800000
MI,15,0.524549,6,0.124549,663721.933333,16,7,0.087049,622239.312500
MN,8,0.554876,5,0.070124,615708.750000,8,5,0.070124,615708.750000
MS,4,0.580911,2,0.080911,713231.750000,4,2,0.080911,713231.750000
MO,9,0.486019,4,0.041574,622917.777778,9,4,0.041574,622917.777778
MT,1,0.399246,0,0.399246,905316.000000,2,1,0.100754,452658.000000
NE,3,0.439382,0,0.439382,571789.666667,3,0,0.439382,571789.666667
NV,3,0.525139,0,0.525139,667344.000000,3,0,0.525139,667344.000000
NH,2,0.524833,2,0.475167,619207.500000,2,2,0.475167,619207.500000
NJ,13,0.547804,7,0.009342,648027.230769,13,7,0.009342,648027.230769
NM,3,0.558310,1,0.224977,607940.333333,3,1,0.224977,607940.333333
NY,29,0.647077,23,0.146026,655343.896552,30,23,0.119589,633499.100000
NC,13,0.521909,7,0.016553,620590.230769,13,7,0.016553,620590.230769
ND,1,0.656802,1,0.343198,643756.000000,1,1,0.343198,643756.000000
OH,18,0.526738,7,0.137849,631918.888889,18,7,0.137849,631918.888889
OK,5,0.418546,1,0.218546,691763.800000,5,1,0.218546,691763.800000
OR,5,0.578726,4,0.221274,685708.600000,5,4,0.221274,685708.600000
PA,19,0.545087,11,0.033860,647403.684211,19,11,0.033860,647403.684211
RI,2,0.722089,2,0.277911,524831.000000,2,2,0.277911,524831.000000
SC,6,0.575676,2,0.242343,670843.500000,6,2,0.242343,670843.500000
SD,1,0.701936,1,0.298064,756874.000000,1,1,0.298064,756874.000000
TN,9,0.518464,5,0.037092,633337.444444,9,5,0.037092,633337.444444
TX,32,0.465781,12,0.090781,653249.812500,33,13,0.071842,633454.363636
UT,3,0.455515,1,0.122181,745571.333333,4,2,0.044485,559178.500000
VT,1,0.544370,1,0.455630,609890.000000,1,1,0.455630,609890.000000
VA,11,0.513506,3,0.240779,645518.363636,11,3,0.240779,645518.363636
WA,9,0.609223,6,0.057443,656520.444444,9,6,0.057443,656520.444444
WV,3,0.580192,2,0.086475,604359.000000,3,2,0.086475,604359.000000
WI,8,0.537085,5,0.087915,671401.250000,8,5,0.087915,671401.250000
WY,1,0.497275,0,0.497275,495304.000000,1,0,0.497275,495304.000000
