XX,n,POWER,n',POWER',v/t,s,SKEW,s',SKEW'
AL,7,496555.000000,10,347588.500000,0.559104,4,0.012324,6,0.040896
AK,1,304067.000000,2,152033.500000,0.461630,0,0.461630,1,0.038370
AZ,4,446905.000000,5,357524.000000,0.503148,1,0.253148,2,0.103148
AR,4,485575.750000,6,323717.166667,0.644166,3,0.105834,4,0.022501
CA,43,467415.418605,58,346532.120690,0.566108,28,0.085055,33,0.002858
CO,5,445354.200000,6,371128.500000,0.531539,3,0.068461,3,0.031539
CT,6,508448.833333,9,338965.888889,0.584803,4,0.081864,5,0.029247
DE,1,551928.000000,2,275964.000000,0.403583,0,0.403583,1,0.096417
FL,15,457046.800000,20,342785.100000,0.547176,10,0.119491,11,0.002824
GA,10,462730.600000,13,355946.615385,0.667674,10,0.332326,10,0.101557
HI,2,392450.500000,3,261633.666667,0.610839,2,0.389161,2,0.055828
ID,2,359960.500000,3,239973.666667,0.429922,0,0.429922,1,0.096589
IL,24,466013.333333,32,349510.000000,0.562840,13,0.021173,18,0.000340
IN,11,475286.909091,15,348543.733333,0.554007,9,0.264175,9,0.045993
IA,6,474486.666667,8,355865.000000,0.541591,5,0.291742,5,0.083409
KS,5,453169.200000,7,323692.285714,0.437744,1,0.237744,3,0.009173
KY,7,463783.000000,9,360720.111111,0.645418,5,0.068867,6,0.021248
LA,8,459001.000000,11,333818.909091,0.630337,6,0.119663,7,0.006027
ME,2,503160.000000,3,335440.000000,0.398899,0,0.398899,1,0.065566
MD,8,494212.250000,11,359427.090909,0.603799,5,0.021201,7,0.032564
MA,12,477223.000000,17,336863.294118,0.628386,10,0.204947,11,0.018672
MI,19,470378.736842,26,343738.307692,0.589688,12,0.041891,15,0.012765
MN,8,479146.625000,11,348470.272727,0.589063,5,0.035937,6,0.043609
MS,5,446769.600000,7,319121.142857,0.511395,3,0.088605,4,0.060033
MO,10,471803.400000,14,337002.428571,0.671222,9,0.228778,9,0.028365
MT,2,350786.500000,3,233857.666667,0.586214,2,0.413786,2,0.080452
NE,3,498940.000000,4,374205.000000,0.472541,0,0.472541,1,0.222541
NV,1,492396.000000,2,246198.000000,0.604887,1,0.395113,1,0.104887
NH,2,373142.000000,3,248761.333333,0.441176,1,0.058824,1,0.107843
NJ,15,480535.666667,21,343239.761905,0.632490,12,0.167510,13,0.013442
NM,2,513332.000000,3,342221.333333,0.520523,1,0.020523,2,0.146144
NY,39,468911.000000,53,345047.716981,0.573057,27,0.119250,30,0.007020
NC,11,465930.000000,15,341682.000000,0.613687,9,0.204494,9,0.013687
ND,1,624181.000000,2,312090.500000,0.442915,0,0.442915,1,0.057085
OH,23,466530.434783,31,346135.483871,0.498198,8,0.150372,15,0.014327
OK,6,430914.333333,8,323185.750000,0.624702,5,0.208631,5,0.000298
OR,4,527702.500000,6,351801.666667,0.640906,4,0.359094,4,0.025760
PA,25,475372.560000,34,349538.647059,0.571059,14,0.011059,19,0.012236
RI,2,478899.000000,3,319266.000000,0.757055,2,0.242945,2,0.090388
SC,6,436220.000000,8,327165.000000,0.586141,5,0.247193,5,0.038859
SD,2,336623.500000,3,224415.666667,0.387044,0,0.387044,1,0.053711
TN,8,495132.500000,12,330088.333333,0.515703,5,0.109297,6,0.015703
TX,24,470782.791667,33,342387.484848,0.662250,21,0.212750,22,0.004416
UT,2,533905.000000,3,355936.666667,0.585704,2,0.414296,2,0.080962
VT,1,448327.000000,2,224163.500000,0.418682,0,0.418682,1,0.081318
VA,10,469074.200000,14,335053.000000,0.524226,5,0.024226,7,0.024226
WA,7,491926.714286,10,344348.700000,0.589009,6,0.268134,6,0.010991
WV,4,440832.750000,5,352666.200000,0.661885,4,0.338115,4,0.138115
WI,9,494112.555556,13,342077.923077,0.596966,7,0.180812,8,0.018419
WY,1,335719.000000,2,167859.500000,0.547013,1,0.452987,1,0.047013
