XX,n,POWER,n',POWER',v/t,s,SKEW,s',SKEW'
AL,7,496555.000000,10,347588.500000,0.550791,4,0.020638,6,0.049209
AK,1,304067.000000,2,152033.500000,0.562374,0,0.562374,1,0.062374
AZ,4,446905.000000,5,357524.000000,0.478265,1,0.228265,2,0.078265
AR,4,485575.750000,6,323717.166667,0.507364,3,0.242636,3,0.007364
CA,43,467415.418605,58,346532.120690,0.520568,23,0.014316,30,0.003327
CO,5,445354.200000,6,371128.500000,0.471486,2,0.071486,3,0.028514
CT,6,508448.833333,9,338965.888889,0.487548,3,0.012452,4,0.043103
DE,1,551928.000000,2,275964.000000,0.370789,0,0.370789,1,0.129211
FL,15,457046.800000,20,342785.100000,0.519511,11,0.213822,11,0.030489
GA,10,462730.600000,13,355946.615385,0.530952,9,0.369048,9,0.161355
HI,2,392450.500000,3,261633.666667,0.559122,2,0.440878,2,0.107544
ID,2,359960.500000,3,239973.666667,0.365504,0,0.365504,1,0.032171
IL,24,466013.333333,32,349510.000000,0.490662,10,0.073995,16,0.009338
IN,11,475286.909091,15,348543.733333,0.462052,4,0.098416,7,0.004615
IA,6,474486.666667,8,355865.000000,0.516315,3,0.016315,4,0.016315
KS,5,453169.200000,7,323692.285714,0.321880,1,0.121880,2,0.036166
KY,7,463783.000000,9,360720.111111,0.503043,5,0.211242,5,0.052512
LA,8,459001.000000,11,333818.909091,0.623100,7,0.251900,7,0.013263
ME,2,503160.000000,3,335440.000000,0.528634,1,0.028634,2,0.138033
MD,8,494212.250000,11,359427.090909,0.520193,4,0.020193,6,0.025262
MA,12,477223.000000,17,336863.294118,0.563265,8,0.164008,9,0.000765
MI,19,470378.736842,26,343738.307692,0.473124,8,0.052072,12,0.011586
MN,8,479146.625000,11,348470.272727,0.541097,4,0.041097,6,0.004358
MS,5,446769.600000,7,319121.142857,0.537952,3,0.062048,4,0.033476
MO,10,471803.400000,14,337002.428571,0.597014,9,0.302986,9,0.045843
MT,2,350786.500000,3,233857.666667,0.605006,1,0.105006,2,0.061660
NE,3,498940.000000,4,374205.000000,0.340498,0,0.340498,1,0.090498
NV,1,492396.000000,2,246198.000000,0.478489,0,0.478489,1,0.021511
NH,2,373142.000000,3,248761.333333,0.297327,0,0.297327,1,0.036006
NJ,15,480535.666667,21,343239.761905,0.495429,8,0.037905,10,0.019238
NM,2,513332.000000,3,342221.333333,0.563178,1,0.063178,2,0.103488
NY,39,468911.000000,53,345047.716981,0.505763,22,0.058339,27,0.003671
NC,11,465930.000000,15,341682.000000,0.511299,7,0.125065,8,0.022035
ND,1,624181.000000,2,312090.500000,0.271616,0,0.271616,1,0.228384
OH,23,466530.434783,31,346135.483871,0.468223,7,0.163876,15,0.015648
OK,6,430914.333333,8,323185.750000,0.569828,5,0.263505,5,0.055172
OR,4,527702.500000,6,351801.666667,0.475981,2,0.024019,3,0.024019
PA,25,475372.560000,34,349538.647059,0.487805,14,0.072195,17,0.012195
RI,2,478899.000000,3,319266.000000,0.627061,2,0.372939,2,0.039605
SC,6,436220.000000,8,327165.000000,0.571720,4,0.094946,5,0.053280
SD,2,336623.500000,3,224415.666667,0.531100,1,0.031100,2,0.135566
TN,8,495132.500000,12,330088.333333,0.488152,3,0.113152,6,0.011848
TX,24,470782.791667,33,342387.484848,0.601235,20,0.232099,20,0.004826
UT,2,533905.000000,3,355936.666667,0.560839,2,0.439161,2,0.105828
VT,1,448327.000000,2,224163.500000,0.349822,0,0.349822,1,0.150178
VA,10,469074.200000,14,335053.000000,0.456465,3,0.156465,6,0.027893
WA,7,491926.714286,10,344348.700000,0.659489,6,0.197654,7,0.040511
WV,4,440832.750000,5,352666.200000,0.590853,4,0.409147,4,0.209147
WI,9,494112.555556,13,342077.923077,0.569013,5,0.013458,7,0.030552
WY,1,335719.000000,2,167859.500000,0.516969,1,0.483031,1,0.016969
