YEAR,STATE,XX,REP_V,DEM_V,REP_S,DEM_S,OTH_S
1978,Alabama,AL,258926,378133,3,4,0
1978,Alaska,AK,68811,55176,1,0,0
1978,Arizona,AZ,274623,218756,2,2,0
1978,Arkansas,AR,258558,249173,2,2,0
1978,California,CA,3119727,3366258,18,25,0
1978,Colorado,CO,402274,369455,2,3,0
1978,Connecticut,CT,423474,592396,1,5,0
1978,Delaware,DE,91689,64863,1,0,0
1978,Florida,FL,931512,1318550,3,12,0
1978,Georgia,GA,177743,419906,1,9,0
1978,Hawaii,HI,40167,202824,0,2,0
1978,Idaho,ID,167271,118012,2,0,0
1978,Illinois,IL,1550129,1493540,14,10,0
1978,Indiana,IN,680513,751940,4,7,0
1978,Iowa,IA,406248,403365,3,3,0
1978,Kansas,KS,414319,333518,4,1,0
1978,Kentucky,KY,232268,246137,3,4,0
1978,Louisiana,LA,326937,325436,2,6,0
1978,Maine,ME,208730,141039,2,0,0
1978,Maryland,MD,350170,578457,2,6,0
1978,Massachusetts,MA,641267,1080506,2,10,0
1978,Michigan,MI,1155836,1538922,6,13,0
1978,Minnesota,MN,757937,733834,4,4,0
1978,Mississippi,MS,204854,281495,2,3,0
1978,Missouri,MO,575578,966553,2,8,0
1978,Montana,MT,139859,143496,1,1,0
1978,Nebraska,NE,310919,183817,2,1,0
1978,Nevada,NV,44425,132513,0,1,0
1978,New Hampshire,NH,133546,122243,1,1,0
1978,New Jersey,NJ,837783,1043747,5,10,0
1978,New Mexico,NM,164225,155479,1,1,0
1978,New York,NY,1803713,2238069,13,26,0
1978,North Carolina,NC,445118,622296,2,9,0
1978,North Dakota,ND,147746,68016,1,0,0
1978,Ohio,OH,1479140,1294393,13,10,0
1978,Oklahoma,OK,282580,415441,1,5,0
1978,Oregon,OR,297552,548775,0,4,0
1978,Pennsylvania,PA,1711318,1804598,10,15,0
1978,Rhode Island,RI,133637,174165,0,2,0
1978,South Carolina,SC,246617,341620,2,4,0
1978,South Dakota,SD,135324,120199,1,1,0
1978,Tennessee,TN,510930,519037,3,5,0
1978,Texas,TX,944846,1288630,4,20,0
1978,Utah,UT,206470,162791,1,1,0
1978,Vermont,VT,90688,23228,1,0,0
1978,Virginia,VA,586194,450570,6,4,0
1978,Washington,WA,450847,507252,1,6,0
1978,West Virginia,WV,174555,283851,0,4,0
1978,Wisconsin,WI,678918,768536,3,6,0
1978,Wyoming,WY,75855,53522,1,0,0
