YEAR,STATE,XX,REP_V,DEM_V,REP_S,DEM_S,OTH_S
2012,Alabama,AL,1195074,781012,6,1,0
2012,Alaska,AK,185296,82927,1,0,0
2012,Arizona,AZ,1173189,976732,4,5,0
2012,Arkansas,AR,624219,383227,4,0,0
2012,California,CA,4957408,7544087,15,38,0
2012,Colorado,CO,1144305,1212458,4,3,0
2012,Connecticut,CT,490580,951281,0,5,0
2012,Delaware,DE,129757,249933,0,1,0
2012,Florida,FL,4160339,3962747,17,10,0
2012,Georgia,GA,2009247,1733274,9,5,0
2012,Hawaii,HI,137531,285008,0,2,0
2012,Idaho,ID,406814,208297,2,0,0
2012,Illinois,IL,2207818,2743702,6,12,0
2012,Indiana,IN,1351760,1142554,7,2,0
2012,Iowa,IA,726505,772387,2,2,0
2012,Kansas,KS,701705,395136,4,0,0
2012,Kentucky,KY,1027582,684744,5,1,0
2012,Louisiana,LA,1041000,690450,5,1,0
2012,Maine,ME,265982,427819,0,2,0
2012,Maryland,MD,858406,1626872,1,7,0
2012,Massachusetts,MA,950175,2040829,0,9,0
2012,Michigan,MI,2086804,2327985,9,5,0
2012,Minnesota,MN,1246842,1560984,3,5,0
2012,Mississippi,MS,644772,512002,3,1,0
2012,Missouri,MO,1463586,1119554,6,2,0
2012,Montana,MT,255468,204939,1,0,0
2012,Nebraska,NE,496276,276239,3,0,0
2012,Nevada,NV,457239,453310,2,2,0
2012,New Hampshire,NH,311636,340925,0,2,0
2012,New Jersey,NJ,1431908,1794301,6,6,0
2012,New Mexico,NM,343269,422189,1,2,0
2012,New York,NY,2200312,4095150,6,21,0
2012,North Carolina,NC,2137167,2218357,9,4,0
2012,North Dakota,ND,173585,131870,1,0,0
2012,Ohio,OH,2608350,2472470,12,4,0
2012,Oklahoma,OK,856872,410324,5,0,0
2012,Oregon,OR,702848,949660,1,4,0
2012,Pennsylvania,PA,2710070,2793538,13,5,0
2012,Rhode Island,RI,161926,232679,0,2,0
2012,South Carolina,SC,1058673,816951,6,1,0
2012,South Dakota,SD,207640,153789,1,0,0
2012,Tennessee,TN,1360106,867548,7,2,0
2012,Texas,TX,4484505,3243237,24,12,0
2012,Utah,UT,647873,324309,3,1,0
2012,Vermont,VT,67543,208600,0,1,0
2012,Virginia,VA,1876761,1806025,8,3,0
2012,Washington,WA,1369540,1636726,4,6,0
2012,West Virginia,WV,384253,257101,2,1,0
2012,Wisconsin,WI,1401995,1445015,5,3,0
2012,Wyoming,WY,166452,57573,1,0,0
