YEAR,STATE,XX,REP_V,DEM_V,REP_S,DEM_S,OTH_S
1996,Alabama,AL,785513,656047,5,2,0
1996,Alaska,AK,138834,85114,1,0,0
1996,Arizona,AZ,807547,521345,5,1,0
1996,Arkansas,AR,467741,395506,2,2,0
1996,California,CA,4349457,4706276,23,29,0
1996,Colorado,CO,832763,596575,4,2,0
1996,Connecticut,CT,553561,674307,2,4,0
1996,Delaware,DE,185577,73258,1,0,0
1996,Florida,FL,2741790,2178490,15,8,0
1996,Georgia,GA,1197186,1014447,8,3,0
1996,Hawaii,HI,135782,195910,0,2,0
1996,Idaho,ID,289990,193524,2,0,0
1996,Illinois,IL,1850507,2234893,10,10,0
1996,Indiana,IN,1109066,930919,6,4,0
1996,Iowa,IA,649959,532815,4,1,0
1996,Kansas,KS,600641,424984,4,0,0
1996,Kentucky,KY,705053,539471,5,1,0
1996,Louisiana,LA,672550,617034,5,2,0
1996,Maine,ME,211210,379184,0,2,0
1996,Maryland,MD,762163,876658,4,4,0
1996,Massachusetts,MA,836462,1532986,0,10,0
1996,Michigan,MI,1678735,1945116,6,10,0
1996,Minnesota,MN,931153,1179862,2,6,0
1996,Mississippi,MS,490679,397410,3,2,0
1996,Missouri,MO,833190,1116201,4,5,0
1996,Montana,MT,211975,174516,1,0,0
1996,Nebraska,NE,450067,204432,3,0,0
1996,Nevada,NV,248782,172823,2,0,0
1996,New Hampshire,NH,246896,221286,2,0,0
1996,New Jersey,NJ,1398900,1351762,7,6,0
1996,New Mexico,NM,260961,271144,3,0,0
1996,New York,NY,2334633,2989514,13,18,0
1996,North Carolina,NC,1339515,1135731,6,6,0
1996,North Dakota,ND,113684,144833,0,1,0
1996,Ohio,OH,2250227,1974986,11,8,0
1996,Oklahoma,OK,722998,430480,6,0,0
1996,Oregon,OR,561485,724496,1,4,0
1996,Pennsylvania,PA,2059235,2222863,10,11,0
1996,Rhode Island,RI,107657,240608,0,2,0
1996,South Carolina,SC,582404,452564,4,2,0
1996,South Dakota,SD,186393,119547,1,0,0
1996,Tennessee,TN,878640,847370,5,4,0
1996,Texas,TX,2746220,2365097,13,17,0
1996,Utah,UT,386309,264327,3,0,0
1996,Vermont,VT,83021,23830,0,0,1
1996,Virginia,VA,1069613,1078435,5,6,0
1996,Washington,WA,1020553,1129609,6,3,0
1996,West Virginia,WV,178335,385910,0,3,0
1996,Wisconsin,WI,1120819,1012327,4,5,0
1996,Wyoming,WY,116004,85724,1,0,0
