YEAR,STATE,XX,REP_V,DEM_V,REP_S,DEM_S,OTH_S
2002,Alabama,AL,667485,535064,5,2,0
2002,Alaska,AK,169685,39357,1,0,0
2002,Arizona,AZ,681922,472135,6,2,0
2002,Arkansas,AR,297718,382132,1,3,0
2002,California,CA,3250747,3716142,20,33,0
2002,Colorado,CO,752998,589463,5,2,0
2002,Connecticut,CT,465982,509036,3,2,0
2002,Delaware,DE,164605,61011,1,0,0
2002,Florida,FL,2597773,2057026,18,7,0
2002,Georgia,GA,1193574,835516,8,5,0
2002,Hawaii,HI,116693,232344,0,2,0
2002,Idaho,ID,256348,138038,2,0,0
2002,Illinois,IL,1640892,1740893,10,9,0
2002,Indiana,IN,840694,640568,6,3,0
2002,Iowa,IA,546382,453550,4,1,0
2002,Kansas,KS,493217,306870,3,1,0
2002,Kentucky,KY,654840,393120,5,1,0
2002,Louisiana,LA,613284,425512,4,3,0
2002,Maine,ME,205780,289514,0,2,0
2002,Maryland,MD,752911,904412,2,6,0
2002,Massachusetts,MA,577444,1241480,0,10,0
2002,Michigan,MI,1556961,1431678,9,6,0
2002,Minnesota,MN,1051096,1097911,4,4,0
2002,Mississippi,MS,348660,320157,2,2,0
2002,Missouri,MO,985905,829177,5,4,0
2002,Montana,MT,214100,108233,1,0,0
2002,Nebraska,NE,313502,122364,3,0,0
2002,Nevada,NV,301100,171160,2,1,0
2002,New Hampshire,NH,254797,175905,2,0,0
2002,New Jersey,NJ,970665,995120,6,7,0
2002,New Mexico,NM,240455,259179,2,1,0
2002,New York,NY,1648965,1924217,10,19,0
2002,North Carolina,NC,1128931,1051221,7,6,0
2002,North Dakota,ND,109957,121073,0,1,0
2002,Ohio,OH,1767822,1392020,12,6,0
2002,Oklahoma,OK,502403,437302,4,1,0
2002,Oregon,OR,528997,676920,1,4,0
2002,Pennsylvania,PA,1690165,1528990,12,7,0
2002,Rhode Island,RI,97137,224676,0,2,0
2002,South Carolina,SC,535148,383922,4,2,0
2002,South Dakota,SD,180023,153551,1,0,0
2002,Tennessee,TN,767874,713147,4,5,0
2002,Texas,TX,2324459,1951428,15,17,0
2002,Utah,UT,321986,221401,2,1,0
2002,Vermont,VT,43291,32362,0,0,1
2002,Virginia,VA,838549,575321,8,3,0
2002,Washington,WA,778922,907440,3,6,0
2002,West Virginia,WV,182541,218967,1,2,0
2002,Wisconsin,WI,808055,764826,4,4,0
2002,Wyoming,WY,110229,65961,1,0,0
