YEAR,STATE,XX,REP_V,DEM_V,REP_S,DEM_S,OTH_S
1972,Alabama,AL,417268,511626,3,4,0
1972,Alaska,AK,41750,53651,1,0,0
1972,Arizona,AZ,309862,284045,3,1,0
1972,Arkansas,AR,344006,354290,1,3,0
1972,California,CA,3837519,4166782,20,23,0
1972,Colorado,CO,480059,428259,3,2,0
1972,Connecticut,CT,690839,657265,3,3,0
1972,Delaware,DE,141237,83230,1,0,0
1972,Florida,FL,1177264,1272874,4,11,0
1972,Georgia,GA,427286,483679,1,9,0
1972,Hawaii,HI,121181,153682,0,2,0
1972,Idaho,ID,187807,108187,2,0,0
1972,Illinois,IL,2242468,2160241,14,10,0
1972,Indiana,IN,1133646,973706,7,4,0
1972,Iowa,IA,577425,616378,3,3,0
1972,Kansas,KS,591265,280653,4,1,0
1972,Kentucky,KY,487820,493795,2,5,0
1972,Louisiana,LA,394825,652735,1,7,0
1972,Maine,ME,194868,218543,1,1,0
1972,Maryland,MD,584859,634087,4,4,0
1972,Massachusetts,MA,897301,1157263,3,8,1
1972,Michigan,MI,1710177,1535707,11,8,0
1972,Minnesota,MN,760620,896854,4,4,0
1972,Mississippi,MS,283944,330590,2,3,0
1972,Missouri,MO,737377,1092405,1,9,0
1972,Montana,MT,124436,190597,1,1,0
1972,Nebraska,NE,375065,193644,3,0,0
1972,Nevada,NV,94113,86349,1,0,0
1972,New Hampshire,NH,222753,94255,2,0,0
1972,New Jersey,NJ,1416485,1390819,7,8,0
1972,New Mexico,NM,163187,210391,1,1,0
1972,New York,NY,3115355,3188012,17,22,0
1972,North Carolina,NC,691081,723036,4,7,0
1972,North Dakota,ND,195360,72850,1,0,0
1972,Ohio,OH,2022579,1780858,16,7,0
1972,Oklahoma,OK,347549,460382,1,5,0
1972,Oregon,OR,457110,415205,2,2,0
1972,Pennsylvania,PA,2281484,2172844,11,14,0
1972,Rhode Island,RI,144786,243444,0,2,0
1972,South Carolina,SC,271411,362313,2,4,0
1972,South Dakota,SD,141135,159857,1,1,0
1972,Tennessee,TN,596969,569333,5,3,0
1972,Texas,TX,1240603,1870507,4,20,0
1972,Utah,UT,203481,259859,0,2,0
1972,Vermont,VT,120924,65062,1,0,0
1972,Virginia,VA,662657,556504,7,3,0
1972,Washington,WA,442811,857621,1,6,0
1972,West Virginia,WV,295261,426389,0,4,0
1972,Wisconsin,WI,767139,1012821,4,5,0
1972,Wyoming,WY,70667,75632,0,1,0
