YEAR,STATE,XX,REP_V,DEM_V,REP_S,DEM_S,OTH_S
2016,Alabama,AL,1274303,748629,6,1,0
2016,Alaska,AK,155088,111019,1,0,0
2016,Arizona,AZ,1326606,1119082,5,4,0
2016,Arkansas,AR,717235,337610,4,0,0
2016,California,CA,5125725,8497686,14,39,0
2016,Colorado,CO,1288618,1263791,4,3,0
2016,Connecticut,CT,558162,990139,0,5,0
2016,Delaware,DE,172301,233554,0,1,0
2016,Florida,FL,4768931,4198242,16,11,0
2016,Georgia,GA,2249095,1786263,10,4,0
2016,Hawaii,HI,85626,316265,0,2,0
2016,Idaho,ID,447544,208992,2,0,0
2016,Illinois,IL,2411125,2907406,7,11,0
2016,Indiana,IN,1549768,1021263,7,2,0
2016,Iowa,IA,987155,876632,3,1,0
2016,Kansas,KS,724347,405821,4,0,0
2016,Kentucky,KY,1201586,644439,5,1,0
2016,Louisiana,LA,1176939,547823,5,1,0
2016,Maine,ME,357447,386627,1,1,0
2016,Maryland,MD,962088,1636200,1,7,0
2016,Massachusetts,MA,918458,2228474,0,9,0
2016,Michigan,MI,2243402,2193980,9,5,0
2016,Minnesota,MN,1334679,1434559,3,5,0
2016,Mississippi,MS,695895,449896,3,1,0
2016,Missouri,MO,1600524,1041306,6,2,0
2016,Montana,MT,285358,205919,1,0,0
2016,Nebraska,NE,531397,289253,3,0,0
2016,Nevada,NV,498104,508113,1,3,0
2016,New Hampshire,NH,316001,336451,0,2,0
2016,New Jersey,NJ,1545885,1821620,5,7,0
2016,New Mexico,NM,343124,436932,1,2,0
2016,New York,NY,2763801,4407821,9,18,0
2016,North Carolina,NC,2447326,2142661,10,3,0
2016,North Dakota,ND,233980,80377,1,0,0
2016,Ohio,OH,2996017,2154523,12,4,0
2016,Oklahoma,OK,971043,395239,5,0,0
2016,Oregon,OR,806610,1032524,1,4,0
2016,Pennsylvania,PA,3058064,2863713,13,5,0
2016,Rhode Island,RI,141324,263642,0,2,0
2016,South Carolina,SC,1177365,780131,6,1,0
2016,South Dakota,SD,237163,132810,1,0,0
2016,Tennessee,TN,1493740,814181,7,2,0
2016,Texas,TX,4940855,3606358,25,11,0
2016,Utah,UT,710635,356287,4,0,0
2016,Vermont,VT,80975,209299,0,1,0
2016,Virginia,VA,1950781,1835987,7,4,0
2016,Washington,WA,1404426,1762778,4,6,0
2016,West Virginia,WV,445017,224449,3,0,0
2016,Wisconsin,WI,1500167,1310131,5,3,0
2016,Wyoming,WY,156176,75466,1,0,0
