XX,n,v/t,s,SKEW,POWER,n',s',SKEW',POWER'
AL,7,0.386292,1,0.129728,686140.285714,8,2,0.022585,600372.750000
AK,1,0.309172,0,0.118344,721523.000000,1,0,0.118344,721523.000000
AZ,9,0.458095,5,0.139366,712522.222222,10,5,0.083810,641270.000000
AR,4,0.376302,0,0.252604,731557.250000,5,1,0.052604,585245.800000
CA,53,0.589966,38,0.037049,704565.830189,58,43,0.061447,643827.396552
CO,7,0.498644,3,0.068717,720704.285714,8,4,0.002712,630616.250000
CT,5,0.643209,5,0.213582,716325.600000,6,5,0.046916,596938.000000
DE,1,0.658255,1,0.183489,900877.000000,1,1,0.183489,900877.000000
FL,27,0.470459,10,0.070547,700028.629630,29,12,0.027125,651750.793103
GA,14,0.450309,5,0.043474,694826.142857,15,6,0.000617,648504.400000
HI,2,0.674513,2,0.150974,683431.000000,2,2,0.150974,683431.000000
ID,2,0.338633,0,0.177266,786749.500000,3,1,0.156067,524499.666667
IL,18,0.554113,12,0.058441,714687.777778,20,14,0.091774,643219.000000
IN,9,0.458063,2,0.193905,722398.000000,10,3,0.116127,650158.200000
IA,4,0.515305,2,0.030611,763446.750000,5,3,0.069389,610757.400000
KS,4,0.338253,0,0.176505,715953.250000,4,0,0.176505,715953.250000
KY,6,0.399891,1,0.133116,725101.000000,7,2,0.014068,621515.142857
LA,6,0.354574,1,0.042481,758993.666667,7,2,0.076567,650566.000000
ME,2,0.616631,2,0.266739,666537.000000,2,2,0.266739,666537.000000
MD,8,0.654604,7,0.065793,723741.125000,9,8,0.079682,643325.444444
MA,9,0.673499,9,0.153002,728849.333333,10,9,0.053002,655964.400000
MI,14,0.527315,5,0.197487,707973.285714,15,6,0.154630,660775.066667
MN,8,0.563249,5,0.001498,664359.875000,8,5,0.001498,664359.875000
MS,4,0.421175,1,0.092350,744560.000000,5,2,0.057650,595648.000000
MO,8,0.433408,2,0.116816,751434.750000,9,3,0.033483,667942.000000
MT,1,0.445126,0,0.390251,994416.000000,2,1,0.109749,497208.000000
NE,3,0.357584,0,0.215168,610608.333333,3,0,0.215168,610608.333333
NV,4,0.497843,2,0.004315,677358.000000,4,2,0.004315,677358.000000
NH,2,0.522442,2,0.455117,660722.500000,2,2,0.455117,660722.500000
NJ,12,0.556437,6,0.112874,733958.416667,14,8,0.041445,629107.214286
NM,3,0.551551,2,0.063565,689091.000000,3,2,0.063565,689091.000000
NY,27,0.685521,21,0.093264,719298.333333,30,24,0.071042,647368.500000
NC,13,0.509320,4,0.210948,735829.307692,15,6,0.118641,637718.733333
ND,1,0.431717,0,0.363433,675905.000000,1,0,0.363433,675905.000000
OH,16,0.479712,4,0.209424,723030.937500,18,6,0.126090,642694.166667
OK,5,0.323805,0,0.147609,752976.400000,6,1,0.019057,627480.333333
OR,5,0.582443,4,0.135115,769721.200000,6,5,0.168448,641434.333333
PA,18,0.507583,5,0.237388,707494.722222,20,7,0.165166,636745.250000
RI,2,0.589650,2,0.320699,527623.500000,2,2,0.320699,527623.500000
SC,7,0.416161,1,0.189465,663710.714286,7,1,0.189465,663710.714286
SD,1,0.425503,0,0.351005,819761.000000,1,0,0.351005,819761.000000
TN,9,0.389976,2,0.057730,708381.222222,10,3,0.020048,637543.100000
TX,36,0.423813,12,0.014292,701900.500000,39,15,0.036990,647908.153846
UT,4,0.333589,1,0.082822,692691.250000,4,1,0.082822,692691.250000
VT,1,0.755406,1,0.010811,630337.000000,1,1,0.010811,630337.000000
VA,11,0.490396,3,0.208066,730703.272727,13,5,0.096177,618287.384615
WA,10,0.544438,6,0.011124,675336.900000,11,7,0.047487,613942.636364
WV,3,0.400872,1,0.031589,619938.333333,3,1,0.031589,619938.333333
WI,8,0.507555,3,0.140111,712278.750000,9,4,0.070666,633136.666667
WY,1,0.256994,0,0.013987,568300.000000,1,0,0.013987,568300.000000
