XX,n,v/t,s,SKEW,POWER,n',s',SKEW',POWER'
AL,7,0.430706,2,0.075698,580372.571429,7,2,0.075698,580372.571429
AK,1,0.192064,0,0.115872,551947.000000,1,0,0.115872,551947.000000
AZ,6,0.394919,1,0.123172,612997.500000,7,2,0.004125,525426.428571
AR,4,0.496355,3,0.257290,590559.750000,4,3,0.257290,590559.750000
CA,52,0.551985,32,0.011415,573831.730769,53,33,0.018672,563004.716981
CO,6,0.417483,2,0.001632,551318.666667,6,2,0.001632,551318.666667
CT,6,0.542075,3,0.084151,549278.166667,6,3,0.084151,549278.166667
DE,1,0.312983,0,0.125966,668696.000000,1,0,0.125966,668696.000000
FL,23,0.455485,8,0.063144,565363.565217,23,8,0.063144,565363.565217
GA,11,0.401141,3,0.029555,591674.454545,12,4,0.031051,542368.250000
HI,2,0.666248,2,0.167503,557637.000000,2,2,0.167503,557637.000000
ID,2,0.299674,0,0.099347,505993.000000,2,0,0.099347,505993.000000
IL,20,0.545151,10,0.090303,573334.100000,20,10,0.090303,573334.100000
IN,10,0.455250,4,0.010500,556422.800000,10,4,0.010500,556422.800000
IA,5,0.425666,1,0.151333,557484.800000,5,1,0.151333,557484.800000
KS,4,0.333525,1,0.082950,621400.000000,4,1,0.082950,621400.000000
KY,6,0.442068,1,0.217469,616494.833333,7,2,0.098421,528424.142857
LA,7,0.392999,2,0.000284,605459.428571,8,3,0.089001,529777.000000
ME,2,0.675043,2,0.149914,616611.500000,2,2,0.149914,616611.500000
MD,8,0.553365,4,0.106731,599827.750000,9,5,0.051175,533180.222222
MA,10,0.744151,10,0.011697,602905.100000,11,11,0.011697,548095.545455
MI,16,0.549266,9,0.036032,583049.000000,17,10,0.010296,548752.000000
MN,8,0.554057,5,0.016886,548378.625000,8,5,0.016886,548378.625000
MS,5,0.514107,3,0.071785,517288.600000,5,3,0.071785,517288.600000
MO,9,0.500065,4,0.055686,570867.111111,9,4,0.055686,570867.111111
MT,1,0.473284,0,0.446568,803655.000000,2,1,0.053432,401827.500000
NE,3,0.267944,0,0.035887,528205.666667,3,0,0.035887,528205.666667
NV,2,0.404598,1,0.190804,603076.000000,2,1,0.190804,603076.000000
NH,2,0.440551,0,0.381102,556957.500000,2,0,0.381102,556957.500000
NJ,13,0.525386,7,0.012310,596048.769231,14,8,0.020657,553473.857143
NM,3,0.522500,1,0.211667,507259.666667,3,1,0.211667,507259.666667
NY,31,0.573146,19,0.033389,582080.806452,32,20,0.021292,563890.781250
NC,12,0.471496,5,0.026325,554802.500000,12,5,0.026325,554802.500000
ND,1,0.542960,1,0.414081,641364.000000,1,1,0.414081,641364.000000
OH,19,0.475878,8,0.030703,573017.105263,19,8,0.030703,573017.105263
OK,6,0.360728,1,0.054790,526267.333333,6,1,0.054790,526267.333333
OR,5,0.565571,4,0.168857,570746.600000,5,4,0.168857,570746.600000
PA,21,0.505398,10,0.034607,567843.333333,21,10,0.034607,567843.333333
RI,2,0.734322,2,0.031356,502992.000000,2,2,0.031356,502992.000000
SC,6,0.444766,2,0.056199,584284.500000,6,2,0.056199,584284.500000
SD,1,0.253135,0,0.006270,699999.000000,1,0,0.006270,699999.000000
TN,9,0.550953,4,0.157461,544071.222222,9,4,0.157461,544071.222222
TX,30,0.489684,17,0.087298,568660.166667,30,17,0.087298,568660.166667
UT,3,0.416705,1,0.000077,575928.000000,3,1,0.000077,575928.000000
VT,1,0.223006,0,0.053988,564964.000000,1,0,0.053988,564964.000000
VA,11,0.493216,4,0.122797,565142.545455,11,4,0.122797,565142.545455
WA,9,0.535475,6,0.095716,543104.555556,9,6,0.095716,543104.555556
WV,3,0.633507,2,0.100347,600541.666667,3,2,0.100347,600541.666667
WI,9,0.475277,5,0.105002,545193.888889,9,5,0.105002,545193.888889
WY,1,0.299468,0,0.098935,455975.000000,1,0,0.098935,455975.000000
