XX,n,v/t,s,SKEW,POWER,n',s',SKEW',POWER'
AL,7,0.421992,2,0.136277,637304.285714,10,4,0.021992,446113.000000
AK,1,0.188273,0,0.188273,628933.000000,1,0,0.188273,628933.000000
AZ,8,0.409109,2,0.159109,642585.375000,11,5,0.045437,467334.818182
AR,4,0.580159,3,0.169841,669933.250000,6,3,0.080159,446622.166667
CA,53,0.536326,33,0.086316,640203.735849,72,39,0.005341,471261.083333
CO,7,0.439091,2,0.153377,615983.142857,9,4,0.005353,479098.000000
CT,5,0.522079,2,0.122079,681907.000000,7,4,0.049350,487076.428571
DE,1,0.270420,0,0.270420,785068.000000,2,1,0.229580,392534.000000
FL,25,0.415610,7,0.135610,641155.600000,34,14,0.003846,471437.941176
GA,13,0.424351,5,0.039736,631305.769231,17,7,0.012587,482763.235294
HI,2,0.665672,2,0.334328,608321.000000,3,2,0.000995,405547.333333
ID,2,0.350007,0,0.350007,648637.000000,3,1,0.016674,432424.666667
IL,19,0.512267,9,0.038583,654686.421053,26,13,0.012267,478424.692308
IN,9,0.432447,3,0.099114,676753.555556,13,6,0.029091,468521.692308
IA,5,0.453581,1,0.253581,586384.600000,6,2,0.120248,488653.833333
KS,4,0.326547,1,0.076547,673456.000000,6,2,0.006786,448970.666667
KY,6,0.335882,2,0.002549,674905.166667,9,3,0.002549,449936.777778
LA,7,0.369108,2,0.083394,640038.714286,10,4,0.030892,448027.100000
ME,2,0.584530,2,0.415470,638865.500000,3,2,0.082137,425910.333333
MD,8,0.545662,6,0.204338,663485.750000,11,6,0.000208,482535.090909
MA,10,0.840316,10,0.159684,635556.800000,14,12,0.016827,453969.142857
MI,15,0.505534,6,0.105534,663721.933333,21,11,0.018276,474087.095238
MN,8,0.516051,4,0.016051,615708.750000,11,6,0.029403,447788.181818
MS,4,0.485842,2,0.014158,713231.750000,6,3,0.014158,475487.833333
MO,9,0.456826,4,0.012382,622917.777778,12,5,0.040160,467188.333333
MT,1,0.335780,0,0.335780,905316.000000,2,1,0.164220,452658.000000
NE,3,0.108005,0,0.108005,571789.666667,4,0,0.108005,428842.250000
NV,3,0.362427,1,0.029094,667344.000000,4,1,0.112427,500508.000000
NH,2,0.408415,0,0.408415,619207.500000,3,1,0.075081,412805.000000
NJ,13,0.524499,7,0.013963,648027.230769,18,9,0.024499,468019.666667
NM,3,0.599139,1,0.265805,607940.333333,4,2,0.099139,455955.250000
NY,29,0.538129,19,0.117043,655343.896552,40,22,0.011871,475124.325000
NC,13,0.445334,6,0.016205,620590.230769,17,8,0.025254,474569.000000
ND,1,0.524057,1,0.475943,643756.000000,1,1,0.475943,643756.000000
OH,18,0.428562,6,0.095228,631918.888889,24,10,0.011895,473939.166667
OK,5,0.417495,1,0.217495,691763.800000,7,3,0.011077,494117.000000
OR,5,0.561332,4,0.238668,685708.600000,7,4,0.010096,489791.857143
PA,19,0.420415,7,0.051994,647403.684211,26,11,0.002662,473102.692308
RI,2,0.698157,2,0.301843,524831.000000,2,2,0.301843,524831.000000
SC,6,0.377332,2,0.043999,670843.500000,9,3,0.043999,447229.000000
SD,1,0.460321,0,0.460321,756874.000000,2,1,0.039679,378437.000000
TN,9,0.478993,5,0.076563,633337.444444,12,6,0.021007,475003.083333
TX,32,0.451442,17,0.079808,653249.812500,45,20,0.006998,464533.200000
UT,3,0.407446,1,0.074113,745571.333333,5,2,0.007446,447342.800000
VT,1,0.000000,0,0.000000,609890.000000,1,0,0.000000,609890.000000
VA,11,0.315495,3,0.042767,645518.363636,15,5,0.017839,473380.133333
WA,9,0.538105,6,0.128562,656520.444444,13,7,0.000356,454514.153846
WV,3,0.660923,2,0.005744,604359.000000,4,3,0.089077,453269.250000
WI,8,0.432244,4,0.067756,671401.250000,11,5,0.022301,488291.818182
WY,1,0.374374,0,0.374374,495304.000000,1,0,0.374374,495304.000000
