XX,n,v/t,s,SKEW,POWER,n',s',SKEW',POWER'
AL,7,0.355597,1,0.068336,686140.285714,9,2,0.011029,533664.666667
AK,1,0.454160,0,0.408319,721523.000000,1,0,0.408319,721523.000000
AZ,9,0.498593,5,0.058370,712522.222222,12,7,0.086148,534391.666667
AR,4,0.342947,0,0.185895,731557.250000,6,1,0.019228,487704.833333
CA,53,0.631950,42,0.028553,704565.830189,72,55,0.000011,518638.736111
CO,7,0.549194,4,0.026960,720704.285714,10,7,0.101611,504493.000000
CT,5,0.601840,5,0.296320,716325.600000,7,5,0.010606,511661.142857
DE,1,0.588944,1,0.322113,900877.000000,2,2,0.322113,450438.500000
FL,27,0.474496,11,0.041584,700028.629630,37,13,0.097640,510831.702703
GA,14,0.490037,6,0.051503,694826.142857,19,8,0.059022,511977.157895
HI,2,0.695643,2,0.108714,683431.000000,3,2,0.224620,455620.666667
ID,2,0.312792,0,0.125584,786749.500000,3,0,0.125584,524499.666667
IL,18,0.574752,13,0.072719,714687.777778,25,17,0.030497,514575.200000
IN,9,0.407309,2,0.092396,722398.000000,13,5,0.069997,500121.692308
IA,4,0.470048,1,0.190095,763446.750000,6,3,0.059905,508964.500000
KS,4,0.417999,1,0.085998,715953.250000,6,2,0.002665,477302.166667
KY,6,0.350302,1,0.033938,725101.000000,8,2,0.049395,543825.750000
LA,6,0.383410,1,0.100154,758993.666667,9,2,0.044598,505995.777778
ME,2,0.579548,2,0.340905,666537.000000,3,2,0.007572,444358.000000
MD,8,0.650395,7,0.074210,723741.125000,11,8,0.073517,526357.181818
MA,9,0.676987,9,0.146026,728849.333333,13,11,0.007820,504588.000000
MI,14,0.506657,7,0.013313,707973.285714,19,8,0.092261,521664.526316
MN,8,0.513131,4,0.026262,664359.875000,10,5,0.026262,531487.900000
MS,4,0.396783,1,0.043566,744560.000000,6,3,0.206434,496373.333333
MO,8,0.404726,2,0.059453,751434.750000,12,5,0.107214,500956.500000
MT,1,0.436136,0,0.372273,994416.000000,2,0,0.372273,497208.000000
NE,3,0.357769,0,0.215539,610608.333333,4,1,0.034461,457956.250000
NV,4,0.512198,3,0.225604,677358.000000,5,4,0.275604,541886.400000
NH,2,0.538968,2,0.422064,660722.500000,3,2,0.088731,440481.666667
NJ,12,0.579422,10,0.174490,733958.416667,17,12,0.047039,518088.294118
NM,3,0.548693,2,0.069280,689091.000000,4,2,0.097386,516818.250000
NY,27,0.620713,19,0.037722,719298.333333,38,24,0.109847,511080.394737
NC,13,0.489230,5,0.093844,735829.307692,18,7,0.089571,531432.277778
ND,1,0.285461,0,0.070922,675905.000000,1,0,0.070922,675905.000000
OH,16,0.429757,4,0.109514,723030.937500,22,8,0.004122,525840.681818
OK,5,0.313000,0,0.126001,752976.400000,7,1,0.016857,537840.285714
OR,5,0.570723,4,0.158554,769721.200000,7,4,0.070017,549800.857143
PA,18,0.493666,9,0.012668,707494.722222,25,13,0.032668,509396.200000
RI,2,0.641915,2,0.216169,527623.500000,2,2,0.216169,527623.500000
SC,7,0.432539,1,0.222221,663710.714286,9,1,0.253967,516219.444444
SD,1,0.300000,0,0.100000,819761.000000,2,0,0.100000,409880.500000
TN,9,0.381370,2,0.040517,708381.222222,12,3,0.012740,531285.916667
TX,36,0.452416,13,0.043721,701900.500000,49,19,0.017077,515682.000000
UT,4,0.366815,0,0.233631,692691.250000,5,1,0.033631,554153.000000
VT,1,0.713647,1,0.072706,630337.000000,1,1,0.072706,630337.000000
VA,11,0.535670,7,0.065025,730703.272727,16,11,0.116161,502358.500000
WA,10,0.583682,7,0.032635,675336.900000,13,9,0.024943,519489.923077
WV,3,0.324373,0,0.148745,619938.333333,4,1,0.101255,464953.750000
WI,8,0.485327,3,0.095655,712278.750000,11,6,0.074800,518020.909091
WY,1,0.263868,0,0.027736,568300.000000,1,0,0.027736,568300.000000
