XX,n,v/t,s,SKEW,POWER,n',s',SKEW',POWER'
AL,7,0.386292,1,0.129728,686140.285714,9,2,0.050362,533664.666667
AK,1,0.309172,0,0.118344,721523.000000,1,0,0.118344,721523.000000
AZ,9,0.458095,5,0.139366,712522.222222,12,7,0.167143,534391.666667
AR,4,0.376302,0,0.252604,731557.250000,6,2,0.080730,487704.833333
CA,53,0.589966,38,0.037049,704565.830189,72,52,0.042290,518638.736111
CO,7,0.498644,3,0.068717,720704.285714,10,4,0.097288,504493.000000
CT,5,0.643209,5,0.213582,716325.600000,7,6,0.070725,511661.142857
DE,1,0.658255,1,0.183489,900877.000000,2,2,0.183489,450438.500000
FL,27,0.470459,10,0.070547,700028.629630,37,19,0.072596,510831.702703
GA,14,0.450309,5,0.043474,694826.142857,19,7,0.032196,511977.157895
HI,2,0.674513,2,0.150974,683431.000000,3,2,0.182359,455620.666667
ID,2,0.338633,0,0.177266,786749.500000,3,1,0.156067,524499.666667
IL,18,0.554113,12,0.058441,714687.777778,25,16,0.031774,514575.200000
IN,9,0.458063,2,0.193905,722398.000000,13,6,0.045412,500121.692308
IA,4,0.515305,2,0.030611,763446.750000,6,4,0.136056,508964.500000
KS,4,0.338253,0,0.176505,715953.250000,6,1,0.009839,477302.166667
KY,6,0.399891,1,0.133116,725101.000000,8,3,0.075218,543825.750000
LA,6,0.354574,1,0.042481,758993.666667,9,3,0.124186,505995.777778
ME,2,0.616631,2,0.266739,666537.000000,3,3,0.266739,444358.000000
MD,8,0.654604,7,0.065793,723741.125000,11,8,0.081935,526357.181818
MA,9,0.673499,9,0.153002,728849.333333,13,11,0.000844,504588.000000
MI,14,0.527315,5,0.197487,707973.285714,19,7,0.186209,521664.526316
MN,8,0.563249,5,0.001498,664359.875000,10,6,0.026498,531487.900000
MS,4,0.421175,1,0.092350,744560.000000,6,2,0.009016,496373.333333
MO,8,0.433408,2,0.116816,751434.750000,12,5,0.049850,500956.500000
MT,1,0.445126,0,0.390251,994416.000000,2,1,0.109749,497208.000000
NE,3,0.357584,0,0.215168,610608.333333,4,0,0.215168,457956.250000
NV,4,0.497843,2,0.004315,677358.000000,5,2,0.095685,541886.400000
NH,2,0.522442,2,0.455117,660722.500000,3,3,0.455117,440481.666667
NJ,12,0.556437,6,0.112874,733958.416667,17,8,0.142286,518088.294118
NM,3,0.551551,2,0.063565,689091.000000,4,3,0.146898,516818.250000
NY,27,0.685521,21,0.093264,719298.333333,38,26,0.186831,511080.394737
NC,13,0.509320,4,0.210948,735829.307692,18,7,0.129752,531432.277778
ND,1,0.431717,0,0.363433,675905.000000,1,0,0.363433,675905.000000
OH,16,0.479712,4,0.209424,723030.937500,22,6,0.186696,525840.681818
OK,5,0.323805,0,0.147609,752976.400000,7,1,0.004752,537840.285714
OR,5,0.582443,4,0.135115,769721.200000,7,6,0.192258,549800.857143
PA,18,0.507583,5,0.237388,707494.722222,25,11,0.075166,509396.200000
RI,2,0.589650,2,0.320699,527623.500000,2,2,0.320699,527623.500000
SC,7,0.416161,1,0.189465,663710.714286,9,2,0.110100,516219.444444
SD,1,0.425503,0,0.351005,819761.000000,2,0,0.351005,409880.500000
TN,9,0.389976,2,0.057730,708381.222222,12,4,0.053381,531285.916667
TX,36,0.423813,12,0.014292,701900.500000,49,23,0.121762,515682.000000
UT,4,0.333589,1,0.082822,692691.250000,5,2,0.232822,554153.000000
VT,1,0.755406,1,0.010811,630337.000000,1,1,0.010811,630337.000000
VA,11,0.490396,3,0.208066,730703.272727,16,7,0.043293,502358.500000
WA,10,0.544438,6,0.011124,675336.900000,13,7,0.050415,519489.923077
WV,3,0.400872,1,0.031589,619938.333333,4,1,0.051744,464953.750000
WI,8,0.507555,3,0.140111,712278.750000,11,4,0.151474,518020.909091
WY,1,0.256994,0,0.013987,568300.000000,1,0,0.013987,568300.000000
