XX,n,v/t,s,SKEW,POWER,n',s',SKEW',POWER'
AL,7,0.407840,1,0.264983,637304.285714,10,3,0.107840,446113.000000
AK,1,0.306755,0,0.306755,628933.000000,1,0,0.306755,628933.000000
AZ,8,0.441491,3,0.066491,642585.375000,11,6,0.103963,467334.818182
AR,4,0.422055,1,0.172055,669933.250000,6,2,0.088722,446622.166667
CA,53,0.557295,34,0.084214,640203.735849,72,43,0.039927,471261.083333
CO,7,0.475331,3,0.046759,615983.142857,9,5,0.080225,479098.000000
CT,5,0.580962,5,0.419038,681907.000000,7,5,0.133323,487076.428571
DE,1,0.580440,1,0.419560,785068.000000,2,1,0.080440,392534.000000
FL,25,0.404719,6,0.164719,641155.600000,34,13,0.022366,471437.941176
GA,13,0.433566,5,0.048951,631305.769231,17,7,0.021801,482763.235294
HI,2,0.636832,2,0.363168,608321.000000,3,3,0.363168,405547.333333
ID,2,0.363942,0,0.363942,648637.000000,3,0,0.363942,432424.666667
IL,19,0.521730,8,0.100678,654686.421053,26,11,0.098654,478424.692308
IN,9,0.411263,3,0.077930,676753.555556,13,6,0.050275,468521.692308
IA,5,0.445446,3,0.154554,586384.600000,6,3,0.054554,488653.833333
KS,4,0.342401,0,0.342401,673456.000000,6,1,0.175735,448970.666667
KY,6,0.374860,2,0.041527,674905.166667,9,3,0.041527,449936.777778
LA,7,0.342610,1,0.199752,640038.714286,10,3,0.042610,448027.100000
ME,2,0.560236,2,0.439764,638865.500000,3,2,0.106430,425910.333333
MD,8,0.620848,6,0.129152,663485.750000,11,7,0.015515,482535.090909
MA,10,0.608259,10,0.391741,635556.800000,14,10,0.106027,453969.142857
MI,15,0.458455,6,0.058455,663721.933333,21,11,0.065355,474087.095238
MN,8,0.507929,4,0.007929,615708.750000,11,6,0.037525,447788.181818
MS,4,0.452934,1,0.202934,713231.750000,6,2,0.119601,475487.833333
MO,9,0.413485,3,0.080151,622917.777778,12,4,0.080151,467188.333333
MT,1,0.359058,0,0.359058,905316.000000,2,1,0.140942,452658.000000
NE,3,0.295427,0,0.295427,571789.666667,4,0,0.295427,428842.250000
NV,3,0.470724,1,0.137391,667344.000000,4,1,0.220724,500508.000000
NH,2,0.465529,0,0.465529,619207.500000,3,1,0.132196,412805.000000
NJ,13,0.492652,7,0.045810,648027.230769,18,9,0.007348,468019.666667
NM,3,0.515822,2,0.150844,607940.333333,4,2,0.015822,455955.250000
NY,29,0.613942,21,0.110196,655343.896552,40,28,0.086058,475124.325000
NC,13,0.455344,7,0.083117,620590.230769,17,9,0.074068,474569.000000
ND,1,0.450792,0,0.450792,643756.000000,1,0,0.450792,643756.000000
OH,18,0.439692,5,0.161914,631918.888889,24,9,0.064692,473939.166667
OK,5,0.344634,1,0.144634,691763.800000,7,3,0.083937,494117.000000
OR,5,0.527461,4,0.272539,685708.600000,7,4,0.043968,489791.857143
PA,19,0.472843,7,0.104422,647403.684211,26,11,0.049766,473102.692308
RI,2,0.593967,2,0.406033,524831.000000,2,2,0.406033,524831.000000
SC,6,0.416125,1,0.249458,670843.500000,9,2,0.193902,447229.000000
SD,1,0.488155,0,0.488155,756874.000000,2,1,0.011845,378437.000000
TN,9,0.361837,2,0.139615,633337.444444,12,4,0.028504,475003.083333
TX,32,0.366313,9,0.085063,653249.812500,45,15,0.032979,464533.200000
UT,3,0.358231,1,0.024897,745571.333333,5,3,0.241769,447342.800000
VT,1,0.668403,1,0.331597,609890.000000,1,1,0.331597,609890.000000
VA,11,0.447421,3,0.174694,645518.363636,15,5,0.114088,473380.133333
WA,9,0.512173,5,0.043383,656520.444444,13,7,0.026289,454514.153846
WV,3,0.445955,1,0.112621,604359.000000,4,2,0.054045,453269.250000
WI,8,0.446050,3,0.071050,671401.250000,11,6,0.099405,488291.818182
WY,1,0.257951,0,0.257951,495304.000000,1,0,0.257951,495304.000000
