XX,n,v/t,s,SKEW,POWER,n',s',SKEW',POWER'
AL,7,0.472492,2,0.186778,637304.285714,12,6,0.027508,371760.833333
AK,1,0.414254,0,0.414254,628933.000000,2,1,0.085746,314466.500000
AZ,8,0.518570,4,0.018570,642585.375000,13,7,0.019891,395437.153846
AR,4,0.598378,3,0.151622,669933.250000,7,4,0.026949,382819.000000
CA,53,0.578848,34,0.062662,640203.735849,89,52,0.005422,381244.921348
CO,7,0.551924,4,0.019504,615983.142857,11,6,0.006470,391989.272727
CT,5,0.607042,4,0.192958,681907.000000,9,5,0.051486,378837.222222
DE,1,0.404059,0,0.404059,785068.000000,2,1,0.095941,392534.000000
FL,25,0.485805,9,0.125805,641155.600000,42,20,0.009615,381640.238095
GA,13,0.439143,6,0.022395,631305.769231,22,10,0.015402,373044.318182
HI,2,0.650433,2,0.349567,608321.000000,3,2,0.016233,405547.333333
ID,2,0.416883,0,0.416883,648637.000000,3,1,0.083550,432424.666667
IL,19,0.568142,11,0.010805,654686.421053,33,19,0.007616,376940.666667
IN,9,0.494125,5,0.061431,676753.555556,16,8,0.005875,380673.875000
IA,5,0.485497,3,0.114503,586384.600000,8,4,0.014503,366490.375000
KS,4,0.445636,2,0.054364,673456.000000,7,3,0.017065,384832.000000
KY,6,0.469529,2,0.136196,674905.166667,11,5,0.014984,368130.090909
LA,7,0.422197,3,0.006374,640038.714286,12,5,0.005531,373355.916667
ME,2,0.682488,2,0.317512,638865.500000,3,2,0.015821,425910.333333
MD,8,0.615443,6,0.134557,663485.750000,14,9,0.027414,379134.714286
MA,10,0.705969,10,0.294031,635556.800000,17,12,0.000087,373856.941176
MI,15,0.524549,6,0.124549,663721.933333,26,14,0.013913,382916.500000
MN,8,0.554876,5,0.070124,615708.750000,13,7,0.016415,378897.692308
MS,4,0.580911,2,0.080911,713231.750000,7,4,0.009483,407561.000000
MO,9,0.486019,4,0.041574,622917.777778,15,7,0.019352,373750.666667
MT,1,0.399246,0,0.399246,905316.000000,2,1,0.100754,452658.000000
NE,3,0.439382,0,0.439382,571789.666667,5,2,0.039382,343073.800000
NV,3,0.525139,0,0.525139,667344.000000,5,2,0.125139,400406.400000
NH,2,0.524833,2,0.475167,619207.500000,3,2,0.141834,412805.000000
NJ,13,0.547804,7,0.009342,648027.230769,22,12,0.002349,382925.181818
NM,3,0.558310,1,0.224977,607940.333333,5,3,0.041690,364764.200000
NY,29,0.647077,23,0.146026,655343.896552,50,32,0.007077,380099.460000
NC,13,0.521909,7,0.016553,620590.230769,21,11,0.001901,384174.904762
ND,1,0.656802,1,0.343198,643756.000000,2,1,0.156802,321878.000000
OH,18,0.526738,7,0.137849,631918.888889,30,16,0.006595,379151.333333
OK,5,0.418546,1,0.218546,691763.800000,9,4,0.025899,384313.222222
OR,5,0.578726,4,0.221274,685708.600000,9,5,0.023170,380949.222222
PA,19,0.545087,11,0.033860,647403.684211,32,17,0.013837,384395.937500
RI,2,0.722089,2,0.277911,524831.000000,3,2,0.055423,349887.333333
SC,6,0.575676,2,0.242343,670843.500000,11,6,0.030221,365914.636364
SD,1,0.701936,1,0.298064,756874.000000,2,1,0.201936,378437.000000
TN,9,0.518464,5,0.037092,633337.444444,15,8,0.014870,380002.466667
TX,32,0.465781,12,0.090781,653249.812500,55,26,0.006946,380072.618182
UT,3,0.455515,1,0.122181,745571.333333,6,3,0.044485,372785.666667
VT,1,0.544370,1,0.455630,609890.000000,2,1,0.044370,304945.000000
VA,11,0.513506,3,0.240779,645518.363636,19,10,0.012810,373721.157895
WA,9,0.609223,6,0.057443,656520.444444,16,10,0.015777,369292.750000
WV,3,0.580192,2,0.086475,604359.000000,5,3,0.019808,362615.400000
WI,8,0.537085,5,0.087915,671401.250000,14,8,0.034344,383657.857143
WY,1,0.497275,0,0.497275,495304.000000,1,0,0.497275,495304.000000
